TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1998,YYYY,ANNUAL_PICO_PERCENTAGE_MEDIAN,5.328228,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_1998-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200312,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.686282,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200312-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200312,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200312-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200312,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.574919,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200312-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200313,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.2720935,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200313-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200313,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.292543,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200313-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200313,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.903967,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200313-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200313,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.505736,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200313-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200314,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.4130660,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200314-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200314,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200314-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200314,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.405793,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200314-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200314,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.195438,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200314-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200315,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.1557448,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200315-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200315,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200315-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200315,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.105738,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200315-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200315,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.459817,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200315-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200316,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.8103396,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200316-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200316,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.000000,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200316-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200316,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.1705842,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200316-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200316,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.650097,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200316-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.059039,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.080835,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,0.1788356,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.504966,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.458946,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.480365,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,1.014534,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.442855,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.296465,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,2.130212,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,3.582541,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.144585,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.682319,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,4.024609,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.920947,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.114975,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.869224,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.451618,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,7.616369,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.354412,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,7.191653,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.197915,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.777747,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.887060,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.343292,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,5.282738,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,7.672448,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.779388,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,7.437800,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.131395,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.528375,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,10.23967,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.993525,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,6.954526,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.611042,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,11.62724,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.881520,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.889930,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,10.57921,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,13.51455,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,8.979256,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.305390,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,11.27057,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,13.83156,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.137430,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.782796,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,11.34849,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,13.88972,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,10.53697,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,10.05333,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,11.83761,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,14.55154,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
200330,YYYYWW,WEEKLY_PICO_PERCENTAGE_MEDIAN,9.652250,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200330-OCCCI-V3_1-L3B4-PICO_PERCENTAGE-PAN-STATS
