TIME,TIME_UNIT,VARIABLE,VALUE,UNITS,REGION,SHAPEFILE,SENSOR,ALGORITHM,SOURCE,NOTES,FILENAME
1998,YYYY,ANNUAL_MICRO_PERCENTAGE_MEDIAN,13.16730,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,A_1998-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.48904,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.57172,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,6.222436,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200317,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,9.327597,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200317-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.13921,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.79905,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,6.549141,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200318,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,7.688049,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200318-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.61336,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.63381,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.07025,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200319,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.47301,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200319-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.09977,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.40067,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.18952,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200320,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.05935,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200320-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.01760,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,17.82863,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.37341,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200321,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.42759,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200321-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.52667,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.96959,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.61785,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200322,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.33277,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200322-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.51811,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.03244,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.98230,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200323,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.47095,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200323-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.35044,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.54531,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.63910,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200324,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.05379,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200324-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.63969,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.10012,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,16.68269,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200325,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.11411,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200325-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.18979,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.76014,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.41346,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200326,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.94624,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200326-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.00834,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.07192,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.64413,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200327,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.28132,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200327-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.60312,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.53285,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,14.22145,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200328,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.01580,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200328-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.37213,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.57592,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.88675,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200329,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.07363,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200329-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200330,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.19391,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200330-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200330,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.19071,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200330-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200330,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.94596,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200330-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200330,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.94352,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200330-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200331,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.22032,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200331-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200331,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.96484,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200331-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200331,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.89580,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200331-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200331,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.87761,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200331-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200332,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.84948,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200332-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200332,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.96708,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200332-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200332,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.40317,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200332-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200332,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.36680,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200332-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200333,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.19108,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200333-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200333,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.02859,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200333-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200333,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.23918,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200333-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200333,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,13.18663,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200333-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200334,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,12.19351,percent(%),GB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200334-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200334,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,10.83214,percent(%),SS,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200334-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200334,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,15.13862,percent(%),GOM,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200334-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
200334,YYYYWW,WEEKLY_MICRO_PERCENTAGE_MEDIAN,11.81234,percent(%),MAB,EPU_NOESTUARIES,OC-CCI,PAN_ET_AL_2010; PAN_ET_AL_2011,KHyde (NEFSC); http://www.esa-oceancolour-cci.org/,MEDIAN OF THE SPATIAL DATA,W_200334-OCCCI-V3_1-L3B4-MICRO_PERCENTAGE-PAN-STATS
