"Time","stock_id","Value","Var","Units"
2002,"SNE",1.7218,"maximum intensity","degrees C"
2003,"SNE",1.6659,"maximum intensity","degrees C"
2005,"SNE",2.0673,"maximum intensity","degrees C"
2005,"SNE",2.1587,"maximum intensity","degrees C"
2005,"SNE",2.3123,"maximum intensity","degrees C"
2006,"SNE",1.3168,"maximum intensity","degrees C"
2006,"SNE",1.6951,"maximum intensity","degrees C"
2006,"SNE",2.5241,"maximum intensity","degrees C"
2006,"SNE",2.2637,"maximum intensity","degrees C"
2006,"SNE",2.9483,"maximum intensity","degrees C"
2007,"SNE",2.3146,"maximum intensity","degrees C"
2007,"SNE",1.766,"maximum intensity","degrees C"
2007,"SNE",2.1485,"maximum intensity","degrees C"
2008,"SNE",2.5609,"maximum intensity","degrees C"
2008,"SNE",1.9584,"maximum intensity","degrees C"
2009,"SNE",2.7436,"maximum intensity","degrees C"
2009,"SNE",2.3309,"maximum intensity","degrees C"
2010,"SNE",1.9083,"maximum intensity","degrees C"
2010,"SNE",1.8324,"maximum intensity","degrees C"
2010,"SNE",2.325,"maximum intensity","degrees C"
2010,"SNE",2.7838,"maximum intensity","degrees C"
2010,"SNE",3.5997,"maximum intensity","degrees C"
2010,"SNE",2.344,"maximum intensity","degrees C"
2011,"SNE",4.6355,"maximum intensity","degrees C"
2011,"SNE",2.4618,"maximum intensity","degrees C"
2011,"SNE",2.0765,"maximum intensity","degrees C"
2011,"SNE",2.3037,"maximum intensity","degrees C"
2011,"SNE",2.0002,"maximum intensity","degrees C"
2011,"SNE",5.4724,"maximum intensity","degrees C"
2012,"SNE",3.1583,"maximum intensity","degrees C"
2012,"SNE",3.5711,"maximum intensity","degrees C"
2012,"SNE",2.8885,"maximum intensity","degrees C"
2012,"SNE",1.829,"maximum intensity","degrees C"
2012,"SNE",2.3861,"maximum intensity","degrees C"
2013,"SNE",2.2257,"maximum intensity","degrees C"
2013,"SNE",3.1167,"maximum intensity","degrees C"
2013,"SNE",2.0029,"maximum intensity","degrees C"
2013,"SNE",1.8746,"maximum intensity","degrees C"
2014,"SNE",2.9273,"maximum intensity","degrees C"
2014,"SNE",2.524,"maximum intensity","degrees C"
2015,"SNE",3.3447,"maximum intensity","degrees C"
2015,"SNE",3.2883,"maximum intensity","degrees C"
2015,"SNE",2.6246,"maximum intensity","degrees C"
2015,"SNE",2.3557,"maximum intensity","degrees C"
2015,"SNE",3.7528,"maximum intensity","degrees C"
2015,"SNE",1.9758,"maximum intensity","degrees C"
2015,"SNE",3.1396,"maximum intensity","degrees C"
2016,"SNE",1.1462,"maximum intensity","degrees C"
2016,"SNE",2.64,"maximum intensity","degrees C"
2016,"SNE",2.8773,"maximum intensity","degrees C"
2016,"SNE",2.8006,"maximum intensity","degrees C"
2016,"SNE",3.023,"maximum intensity","degrees C"
2016,"SNE",2.9252,"maximum intensity","degrees C"
2016,"SNE",2.47,"maximum intensity","degrees C"
2016,"SNE",1.794,"maximum intensity","degrees C"
2017,"SNE",2.4383,"maximum intensity","degrees C"
2017,"SNE",1.4393,"maximum intensity","degrees C"
2017,"SNE",2.7647,"maximum intensity","degrees C"
2017,"SNE",2.6223,"maximum intensity","degrees C"
2018,"SNE",1.1851,"maximum intensity","degrees C"
2018,"SNE",4.6114,"maximum intensity","degrees C"
2018,"SNE",3.2613,"maximum intensity","degrees C"
2018,"SNE",2.7412,"maximum intensity","degrees C"
2018,"SNE",2.9973,"maximum intensity","degrees C"
2019,"SNE",1.5846,"maximum intensity","degrees C"
2019,"SNE",2.5057,"maximum intensity","degrees C"
2019,"SNE",3.0414,"maximum intensity","degrees C"
2019,"SNE",1.8681,"maximum intensity","degrees C"
2019,"SNE",2.7977,"maximum intensity","degrees C"
2019,"SNE",2.8544,"maximum intensity","degrees C"
2019,"SNE",2.2238,"maximum intensity","degrees C"
2020,"SNE",1.6127,"maximum intensity","degrees C"
2020,"SNE",2.1552,"maximum intensity","degrees C"
2020,"SNE",1.8046,"maximum intensity","degrees C"
2020,"SNE",2.4393,"maximum intensity","degrees C"
2020,"SNE",2.9296,"maximum intensity","degrees C"
2020,"SNE",2.6317,"maximum intensity","degrees C"
2020,"SNE",2.2309,"maximum intensity","degrees C"
2020,"SNE",1.6368,"maximum intensity","degrees C"
2020,"SNE",2.1783,"maximum intensity","degrees C"
2020,"SNE",2.4334,"maximum intensity","degrees C"
2021,"SNE",1.7065,"maximum intensity","degrees C"
2021,"SNE",1.4613,"maximum intensity","degrees C"
2021,"SNE",1.3314,"maximum intensity","degrees C"
2021,"SNE",2.0507,"maximum intensity","degrees C"
2021,"SNE",2.5304,"maximum intensity","degrees C"
2021,"SNE",2.6731,"maximum intensity","degrees C"
2021,"SNE",2.18,"maximum intensity","degrees C"
2021,"SNE",3.9042,"maximum intensity","degrees C"
