"X","Time","Var","Value","EPU"
266,1976.03,"gulf stream index",0.317812972,"All"
266,1976.03,"western gulf stream index",0.713555375,"All"
267,1976.04,"gulf stream index",0.382886867,"All"
267,1976.04,"western gulf stream index",0.373624527,"All"
268,1976.05,"gulf stream index",0.972359221,"All"
268,1976.05,"western gulf stream index",0.238801675,"All"
269,1976.06,"gulf stream index",1.282540217,"All"
269,1976.06,"western gulf stream index",0.932565263,"All"
270,1976.07,"gulf stream index",1.006066835,"All"
270,1976.07,"western gulf stream index",0.649476394,"All"
271,1976.08,"gulf stream index",0.716877649,"All"
271,1976.08,"western gulf stream index",-0.173884111,"All"
272,1976.09,"gulf stream index",0.207838865,"All"
272,1976.09,"western gulf stream index",-0.674915669,"All"
273,1976.1,"gulf stream index",0.583423321,"All"
273,1976.1,"western gulf stream index",-0.526051062,"All"
274,1976.11,"gulf stream index",0.161000301,"All"
274,1976.11,"western gulf stream index",-0.565107379,"All"
275,1976.12,"gulf stream index",-0.405155629,"All"
275,1976.12,"western gulf stream index",-1.448289493,"All"
276,1977.01,"gulf stream index",0.497325962,"All"
276,1977.01,"western gulf stream index",-0.163548143,"All"
277,1977.02,"gulf stream index",1.345401518,"All"
277,1977.02,"western gulf stream index",2.451093527,"All"
278,1977.03,"gulf stream index",0.457155703,"All"
278,1977.03,"western gulf stream index",-0.272344326,"All"
279,1977.04,"gulf stream index",0.652404309,"All"
279,1977.04,"western gulf stream index",-0.126310419,"All"
280,1977.05,"gulf stream index",0.093252826,"All"
280,1977.05,"western gulf stream index",-0.46708812,"All"
281,1977.06,"gulf stream index",0.606669704,"All"
281,1977.06,"western gulf stream index",-0.078825663,"All"
282,1977.07,"gulf stream index",0.926039336,"All"
282,1977.07,"western gulf stream index",0.870081816,"All"
283,1977.08,"gulf stream index",-0.0158363,"All"
283,1977.08,"western gulf stream index",0.314875605,"All"
284,1977.09,"gulf stream index",0.245389678,"All"
284,1977.09,"western gulf stream index",-0.761738072,"All"
285,1977.1,"gulf stream index",-1.555708628,"All"
285,1977.1,"western gulf stream index",-0.640563835,"All"
286,1977.11,"gulf stream index",-0.302160186,"All"
286,1977.11,"western gulf stream index",-0.619707936,"All"
287,1977.12,"gulf stream index",0.210135367,"All"
287,1977.12,"western gulf stream index",0.596869852,"All"
288,1978.01,"gulf stream index",-0.866977312,"All"
288,1978.01,"western gulf stream index",-0.058107875,"All"
289,1978.02,"gulf stream index",-0.920497089,"All"
289,1978.02,"western gulf stream index",-0.704999496,"All"
290,1978.03,"gulf stream index",-0.649747382,"All"
290,1978.03,"western gulf stream index",-0.749243507,"All"
291,1978.04,"gulf stream index",-0.31668154,"All"
291,1978.04,"western gulf stream index",-0.81658425,"All"
292,1978.05,"gulf stream index",-0.339985231,"All"
292,1978.05,"western gulf stream index",-1.03237026,"All"
293,1978.06,"gulf stream index",-1.340440082,"All"
293,1978.06,"western gulf stream index",-1.406094689,"All"
294,1978.07,"gulf stream index",-1.267215553,"All"
294,1978.07,"western gulf stream index",-1.187510557,"All"
295,1978.08,"gulf stream index",-0.363377707,"All"
295,1978.08,"western gulf stream index",-0.065261942,"All"
296,1978.09,"gulf stream index",-0.283159832,"All"
296,1978.09,"western gulf stream index",-1.305572247,"All"
297,1978.1,"gulf stream index",-0.114917446,"All"
297,1978.1,"western gulf stream index",-0.674494214,"All"
298,1978.11,"gulf stream index",-0.106527791,"All"
298,1978.11,"western gulf stream index",-0.050760576,"All"
299,1978.12,"gulf stream index",0.638995958,"All"
299,1978.12,"western gulf stream index",0.257002769,"All"
300,1979.01,"gulf stream index",0.328280565,"All"
300,1979.01,"western gulf stream index",-0.555773862,"All"
301,1979.02,"gulf stream index",-0.104856639,"All"
301,1979.02,"western gulf stream index",-1.02664665,"All"
302,1979.03,"gulf stream index",-0.319214029,"All"
302,1979.03,"western gulf stream index",-0.62975379,"All"
303,1979.04,"gulf stream index",0.513621574,"All"
303,1979.04,"western gulf stream index",0.241603748,"All"
304,1979.05,"gulf stream index",-0.65395488,"All"
304,1979.05,"western gulf stream index",-0.452364726,"All"
305,1979.06,"gulf stream index",-0.784550435,"All"
305,1979.06,"western gulf stream index",-0.519818088,"All"
306,1979.07,"gulf stream index",-0.913279396,"All"
306,1979.07,"western gulf stream index",-1.023894354,"All"
307,1979.08,"gulf stream index",-0.942878914,"All"
307,1979.08,"western gulf stream index",-0.971474524,"All"
308,1979.09,"gulf stream index",-0.652265821,"All"
308,1979.09,"western gulf stream index",-0.326198717,"All"
309,1979.1,"gulf stream index",0.149882407,"All"
309,1979.1,"western gulf stream index",0.569463833,"All"
310,1979.11,"gulf stream index",0.260437515,"All"
310,1979.11,"western gulf stream index",-0.220981378,"All"
311,1979.12,"gulf stream index",-0.022474556,"All"
311,1979.12,"western gulf stream index",0.194223921,"All"
312,1980.01,"gulf stream index",0.526156089,"All"
312,1980.01,"western gulf stream index",0.919345597,"All"
313,1980.02,"gulf stream index",0.041600985,"All"
313,1980.02,"western gulf stream index",-0.187572379,"All"
314,1980.03,"gulf stream index",-0.1484599,"All"
314,1980.03,"western gulf stream index",-0.292540396,"All"
315,1980.04,"gulf stream index",-0.02891054,"All"
315,1980.04,"western gulf stream index",0.149419942,"All"
316,1980.05,"gulf stream index",-0.327113162,"All"
316,1980.05,"western gulf stream index",-0.389557649,"All"
317,1980.06,"gulf stream index",-0.193071921,"All"
317,1980.06,"western gulf stream index",-1.088289162,"All"
318,1980.07,"gulf stream index",0.396650635,"All"
318,1980.07,"western gulf stream index",0.054976748,"All"
319,1980.08,"gulf stream index",0.207529458,"All"
319,1980.08,"western gulf stream index",-0.832405682,"All"
320,1980.09,"gulf stream index",-0.025344361,"All"
320,1980.09,"western gulf stream index",-0.005772953,"All"
321,1980.1,"gulf stream index",-0.781250398,"All"
321,1980.1,"western gulf stream index",-0.641131219,"All"
322,1980.11,"gulf stream index",0.207354683,"All"
322,1980.11,"western gulf stream index",0.010297916,"All"
323,1980.12,"gulf stream index",-0.210266411,"All"
323,1980.12,"western gulf stream index",0.257934614,"All"
324,1981.01,"gulf stream index",0.137182977,"All"
324,1981.01,"western gulf stream index",0.388724316,"All"
325,1981.02,"gulf stream index",-0.552569229,"All"
325,1981.02,"western gulf stream index",0.053662632,"All"
326,1981.03,"gulf stream index",-0.138356973,"All"
326,1981.03,"western gulf stream index",-0.604303362,"All"
327,1981.04,"gulf stream index",-0.749909494,"All"
327,1981.04,"western gulf stream index",-0.939796299,"All"
328,1981.05,"gulf stream index",-0.892618717,"All"
328,1981.05,"western gulf stream index",-0.902424478,"All"
329,1981.06,"gulf stream index",-0.622051772,"All"
329,1981.06,"western gulf stream index",-0.728122694,"All"
330,1981.07,"gulf stream index",-0.859754202,"All"
330,1981.07,"western gulf stream index",-0.175761905,"All"
331,1981.08,"gulf stream index",-0.956848201,"All"
331,1981.08,"western gulf stream index",-0.135056218,"All"
332,1981.09,"gulf stream index",0.213649133,"All"
332,1981.09,"western gulf stream index",-0.080157733,"All"
333,1981.1,"gulf stream index",-1.046568663,"All"
333,1981.1,"western gulf stream index",-0.446180074,"All"
334,1981.11,"gulf stream index",-1.082718965,"All"
334,1981.11,"western gulf stream index",-0.794024964,"All"
335,1981.12,"gulf stream index",-0.688939919,"All"
335,1981.12,"western gulf stream index",-1.048301454,"All"
336,1982.01,"gulf stream index",-0.957151197,"All"
336,1982.01,"western gulf stream index",-1.778712955,"All"
337,1982.02,"gulf stream index",-1.366753419,"All"
337,1982.02,"western gulf stream index",-1.562704319,"All"
338,1982.03,"gulf stream index",-0.198623319,"All"
338,1982.03,"western gulf stream index",0.249094418,"All"
339,1982.04,"gulf stream index",-0.30708665,"All"
339,1982.04,"western gulf stream index",1.337131674,"All"
340,1982.05,"gulf stream index",-0.506707901,"All"
340,1982.05,"western gulf stream index",-0.409816217,"All"
341,1982.06,"gulf stream index",-1.112816926,"All"
341,1982.06,"western gulf stream index",-0.850009307,"All"
342,1982.07,"gulf stream index",-1.029128468,"All"
342,1982.07,"western gulf stream index",-0.784685754,"All"
343,1982.08,"gulf stream index",-0.071811954,"All"
343,1982.08,"western gulf stream index",0.096706608,"All"
344,1982.09,"gulf stream index",-0.011589524,"All"
344,1982.09,"western gulf stream index",-0.006169935,"All"
345,1982.1,"gulf stream index",-0.27622672,"All"
345,1982.1,"western gulf stream index",0.737360407,"All"
346,1982.11,"gulf stream index",0.226116981,"All"
346,1982.11,"western gulf stream index",-0.033725138,"All"
347,1982.12,"gulf stream index",0.158542588,"All"
347,1982.12,"western gulf stream index",-0.509895956,"All"
348,1983.01,"gulf stream index",-0.057867868,"All"
348,1983.01,"western gulf stream index",0.176409556,"All"
349,1983.02,"gulf stream index",-0.02762904,"All"
349,1983.02,"western gulf stream index",-0.287439344,"All"
350,1983.03,"gulf stream index",-0.513061187,"All"
350,1983.03,"western gulf stream index",-0.606093429,"All"
351,1983.04,"gulf stream index",-0.104250408,"All"
351,1983.04,"western gulf stream index",0.380721915,"All"
352,1983.05,"gulf stream index",0.133229681,"All"
352,1983.05,"western gulf stream index",0.107161066,"All"
353,1983.06,"gulf stream index",0.098131547,"All"
353,1983.06,"western gulf stream index",-0.040049841,"All"
354,1983.07,"gulf stream index",-0.500231028,"All"
354,1983.07,"western gulf stream index",-1.104789556,"All"
355,1983.08,"gulf stream index",-0.821838816,"All"
355,1983.08,"western gulf stream index",-1.723147293,"All"
356,1983.09,"gulf stream index",-0.693535214,"All"
356,1983.09,"western gulf stream index",-0.574442938,"All"
357,1983.1,"gulf stream index",-0.73479032,"All"
357,1983.1,"western gulf stream index",-0.860486938,"All"
358,1983.11,"gulf stream index",0.161425216,"All"
358,1983.11,"western gulf stream index",0.490117679,"All"
359,1983.12,"gulf stream index",-0.20463274,"All"
359,1983.12,"western gulf stream index",0.416797837,"All"
360,1984.01,"gulf stream index",-0.913686144,"All"
360,1984.01,"western gulf stream index",-0.016994043,"All"
361,1984.02,"gulf stream index",-0.125457472,"All"
361,1984.02,"western gulf stream index",-0.049867325,"All"
362,1984.03,"gulf stream index",0.356517924,"All"
362,1984.03,"western gulf stream index",0.437093182,"All"
363,1984.04,"gulf stream index",0.666202154,"All"
363,1984.04,"western gulf stream index",-0.822523743,"All"
364,1984.05,"gulf stream index",-0.131175152,"All"
364,1984.05,"western gulf stream index",-0.306582732,"All"
365,1984.06,"gulf stream index",0.509664062,"All"
365,1984.06,"western gulf stream index",0.351004694,"All"
366,1984.07,"gulf stream index",0.376996672,"All"
366,1984.07,"western gulf stream index",-1.022739859,"All"
367,1984.08,"gulf stream index",0.650901809,"All"
367,1984.08,"western gulf stream index",-0.324996566,"All"
368,1984.09,"gulf stream index",0.534539473,"All"
368,1984.09,"western gulf stream index",0.234647142,"All"
369,1984.1,"gulf stream index",0.837111722,"All"
369,1984.1,"western gulf stream index",0.983995357,"All"
370,1984.11,"gulf stream index",0.81068767,"All"
370,1984.11,"western gulf stream index",1.565256287,"All"
371,1984.12,"gulf stream index",1.113553069,"All"
371,1984.12,"western gulf stream index",1.086192752,"All"
372,1985.01,"gulf stream index",1.242708989,"All"
372,1985.01,"western gulf stream index",1.3956352,"All"
373,1985.02,"gulf stream index",0.350529728,"All"
373,1985.02,"western gulf stream index",0.350589626,"All"
374,1985.03,"gulf stream index",0.617540739,"All"
374,1985.03,"western gulf stream index",0.673172344,"All"
375,1985.04,"gulf stream index",0.385881149,"All"
375,1985.04,"western gulf stream index",0.706312433,"All"
376,1985.05,"gulf stream index",0.062316229,"All"
376,1985.05,"western gulf stream index",0.928689587,"All"
377,1985.06,"gulf stream index",1.335580594,"All"
377,1985.06,"western gulf stream index",1.192026625,"All"
378,1985.07,"gulf stream index",0.858619582,"All"
378,1985.07,"western gulf stream index",1.166339755,"All"
379,1985.08,"gulf stream index",0.561612804,"All"
379,1985.08,"western gulf stream index",1.156733084,"All"
380,1985.09,"gulf stream index",0.607515923,"All"
380,1985.09,"western gulf stream index",0.378722628,"All"
381,1985.1,"gulf stream index",1.142074301,"All"
381,1985.1,"western gulf stream index",0.892270814,"All"
382,1985.11,"gulf stream index",0.466555834,"All"
382,1985.11,"western gulf stream index",0.553184422,"All"
383,1985.12,"gulf stream index",-0.119925354,"All"
383,1985.12,"western gulf stream index",0.769100783,"All"
384,1986.01,"gulf stream index",0.417906915,"All"
384,1986.01,"western gulf stream index",0.349848341,"All"
385,1986.02,"gulf stream index",0.332392565,"All"
385,1986.02,"western gulf stream index",0.924394874,"All"
386,1986.03,"gulf stream index",-0.711237662,"All"
386,1986.03,"western gulf stream index",0.622874668,"All"
387,1986.04,"gulf stream index",1.121273857,"All"
387,1986.04,"western gulf stream index",1.486401639,"All"
388,1986.05,"gulf stream index",0.464255965,"All"
388,1986.05,"western gulf stream index",0.575061806,"All"
389,1986.06,"gulf stream index",0.62716703,"All"
389,1986.06,"western gulf stream index",1.269222387,"All"
390,1986.07,"gulf stream index",-0.573467638,"All"
390,1986.07,"western gulf stream index",0.256492386,"All"
391,1986.08,"gulf stream index",0.057513842,"All"
391,1986.08,"western gulf stream index",0.560319551,"All"
392,1986.09,"gulf stream index",-0.52023793,"All"
392,1986.09,"western gulf stream index",-0.492659752,"All"
393,1986.1,"gulf stream index",0.173847806,"All"
393,1986.1,"western gulf stream index",-0.029571236,"All"
394,1986.11,"gulf stream index",0.686622255,"All"
394,1986.11,"western gulf stream index",-0.042535072,"All"
395,1986.12,"gulf stream index",-0.182070014,"All"
395,1986.12,"western gulf stream index",-0.526305864,"All"
396,1987.01,"gulf stream index",0.132973473,"All"
396,1987.01,"western gulf stream index",0.49861912,"All"
397,1987.02,"gulf stream index",-1.3831838,"All"
397,1987.02,"western gulf stream index",-0.234564665,"All"
398,1987.03,"gulf stream index",-1.669011028,"All"
398,1987.03,"western gulf stream index",-0.206518426,"All"
399,1987.04,"gulf stream index",-0.788080516,"All"
399,1987.04,"western gulf stream index",0.340205023,"All"
400,1987.05,"gulf stream index",-0.533362901,"All"
400,1987.05,"western gulf stream index",0.668444421,"All"
401,1987.06,"gulf stream index",-0.554060673,"All"
401,1987.06,"western gulf stream index",-0.101674186,"All"
402,1987.07,"gulf stream index",-0.446473276,"All"
402,1987.07,"western gulf stream index",-0.173865216,"All"
403,1987.08,"gulf stream index",-0.523711163,"All"
403,1987.08,"western gulf stream index",-0.601115675,"All"
404,1987.09,"gulf stream index",-0.611394236,"All"
404,1987.09,"western gulf stream index",-0.617363429,"All"
405,1987.1,"gulf stream index",0.127226987,"All"
405,1987.1,"western gulf stream index",0.490426588,"All"
406,1987.11,"gulf stream index",-0.758896539,"All"
406,1987.11,"western gulf stream index",-0.097936944,"All"
407,1987.12,"gulf stream index",-1.417035412,"All"
407,1987.12,"western gulf stream index",-0.495236031,"All"
408,1988.01,"gulf stream index",-0.433682789,"All"
408,1988.01,"western gulf stream index",0.119625642,"All"
409,1988.02,"gulf stream index",-0.585842952,"All"
409,1988.02,"western gulf stream index",-0.447749977,"All"
410,1988.03,"gulf stream index",-1.272900569,"All"
410,1988.03,"western gulf stream index",-1.392411651,"All"
411,1988.04,"gulf stream index",-1.409270621,"All"
411,1988.04,"western gulf stream index",-1.834568988,"All"
412,1988.05,"gulf stream index",-0.620549338,"All"
412,1988.05,"western gulf stream index",-0.081511256,"All"
413,1988.06,"gulf stream index",-0.676733064,"All"
413,1988.06,"western gulf stream index",-1.029353205,"All"
414,1988.07,"gulf stream index",-1.131664855,"All"
414,1988.07,"western gulf stream index",-1.732759688,"All"
415,1988.08,"gulf stream index",-0.237897774,"All"
415,1988.08,"western gulf stream index",0.229237344,"All"
416,1988.09,"gulf stream index",0.619866931,"All"
416,1988.09,"western gulf stream index",1.677914055,"All"
417,1988.1,"gulf stream index",-0.089654189,"All"
417,1988.1,"western gulf stream index",0.404095577,"All"
418,1988.11,"gulf stream index",-0.387554536,"All"
418,1988.11,"western gulf stream index",-0.208838185,"All"
419,1988.12,"gulf stream index",-1.579507263,"All"
419,1988.12,"western gulf stream index",-1.291100287,"All"
420,1989.01,"gulf stream index",-1.495472508,"All"
420,1989.01,"western gulf stream index",-1.505400903,"All"
421,1989.02,"gulf stream index",-1.339415489,"All"
421,1989.02,"western gulf stream index",-0.430020002,"All"
422,1989.03,"gulf stream index",-1.35523613,"All"
422,1989.03,"western gulf stream index",-0.741265589,"All"
423,1989.04,"gulf stream index",-0.223839263,"All"
423,1989.04,"western gulf stream index",-0.167312127,"All"
424,1989.05,"gulf stream index",-0.724046239,"All"
424,1989.05,"western gulf stream index",0.241286652,"All"
425,1989.06,"gulf stream index",-0.868634682,"All"
425,1989.06,"western gulf stream index",-0.931022785,"All"
426,1989.07,"gulf stream index",-1.28553851,"All"
426,1989.07,"western gulf stream index",-0.494654985,"All"
427,1989.08,"gulf stream index",-0.065408757,"All"
427,1989.08,"western gulf stream index",0.231090195,"All"
428,1989.09,"gulf stream index",-0.743692421,"All"
428,1989.09,"western gulf stream index",-1.668121905,"All"
429,1989.1,"gulf stream index",-1.075677737,"All"
429,1989.1,"western gulf stream index",-1.812849454,"All"
430,1989.11,"gulf stream index",-1.011339512,"All"
430,1989.11,"western gulf stream index",-1.830048618,"All"
431,1989.12,"gulf stream index",-0.61317824,"All"
431,1989.12,"western gulf stream index",-1.595250067,"All"
432,1990.01,"gulf stream index",-0.157829138,"All"
432,1990.01,"western gulf stream index",-0.827174885,"All"
433,1990.02,"gulf stream index",-0.755038084,"All"
433,1990.02,"western gulf stream index",-0.622669084,"All"
434,1990.03,"gulf stream index",0.469111332,"All"
434,1990.03,"western gulf stream index",0.294185779,"All"
435,1990.04,"gulf stream index",0.812080258,"All"
435,1990.04,"western gulf stream index",-0.055610152,"All"
436,1990.05,"gulf stream index",-0.253173663,"All"
436,1990.05,"western gulf stream index",-1.461455133,"All"
437,1990.06,"gulf stream index",-1.084717308,"All"
437,1990.06,"western gulf stream index",-1.376506744,"All"
438,1990.07,"gulf stream index",-0.398738984,"All"
438,1990.07,"western gulf stream index",-1.331648046,"All"
439,1990.08,"gulf stream index",1.322845933,"All"
439,1990.08,"western gulf stream index",0.899421828,"All"
440,1990.09,"gulf stream index",-0.675971263,"All"
440,1990.09,"western gulf stream index",-0.454783854,"All"
441,1990.1,"gulf stream index",-0.290191141,"All"
441,1990.1,"western gulf stream index",-1.236938089,"All"
442,1990.11,"gulf stream index",0.248516003,"All"
442,1990.11,"western gulf stream index",-0.174590918,"All"
443,1990.12,"gulf stream index",1.126275221,"All"
443,1990.12,"western gulf stream index",0.765483374,"All"
444,1991.01,"gulf stream index",0.447972771,"All"
444,1991.01,"western gulf stream index",-0.173820304,"All"
445,1991.02,"gulf stream index",1.524812814,"All"
445,1991.02,"western gulf stream index",0.520549918,"All"
446,1991.03,"gulf stream index",1.059059098,"All"
446,1991.03,"western gulf stream index",0.837292431,"All"
447,1991.04,"gulf stream index",1.033975355,"All"
447,1991.04,"western gulf stream index",0.774472121,"All"
448,1991.05,"gulf stream index",1.71486459,"All"
448,1991.05,"western gulf stream index",1.176723874,"All"
449,1991.06,"gulf stream index",0.877279434,"All"
449,1991.06,"western gulf stream index",0.674939136,"All"
450,1991.07,"gulf stream index",0.948017332,"All"
450,1991.07,"western gulf stream index",1.399517082,"All"
451,1991.08,"gulf stream index",-0.040512449,"All"
451,1991.08,"western gulf stream index",1.338144533,"All"
452,1991.09,"gulf stream index",-1.100993901,"All"
452,1991.09,"western gulf stream index",-0.034832059,"All"
453,1991.1,"gulf stream index",1.180017387,"All"
453,1991.1,"western gulf stream index",1.900780617,"All"
454,1991.11,"gulf stream index",1.134249396,"All"
454,1991.11,"western gulf stream index",-0.074855021,"All"
455,1991.12,"gulf stream index",0.599603986,"All"
455,1991.12,"western gulf stream index",-0.066295969,"All"
456,1992.01,"gulf stream index",1.55611521,"All"
456,1992.01,"western gulf stream index",1.752205965,"All"
457,1992.02,"gulf stream index",0.76411389,"All"
457,1992.02,"western gulf stream index",-0.427517247,"All"
458,1992.03,"gulf stream index",0.297943097,"All"
458,1992.03,"western gulf stream index",0.334551386,"All"
459,1992.04,"gulf stream index",-0.340614921,"All"
459,1992.04,"western gulf stream index",-1.133925141,"All"
460,1992.05,"gulf stream index",0.23816442,"All"
460,1992.05,"western gulf stream index",-0.217247563,"All"
461,1992.06,"gulf stream index",0.516526483,"All"
461,1992.06,"western gulf stream index",0.260495833,"All"
462,1992.07,"gulf stream index",0.401585534,"All"
462,1992.07,"western gulf stream index",-0.566400106,"All"
463,1992.08,"gulf stream index",0.085941169,"All"
463,1992.08,"western gulf stream index",-1.10170577,"All"
464,1992.09,"gulf stream index",0.366793997,"All"
464,1992.09,"western gulf stream index",-0.98133909,"All"
465,1992.1,"gulf stream index",-0.871780569,"All"
465,1992.1,"western gulf stream index",-0.877296881,"All"
466,1992.11,"gulf stream index",-0.214813366,"All"
466,1992.11,"western gulf stream index",-0.316974222,"All"
467,1992.12,"gulf stream index",0.12538028,"All"
467,1992.12,"western gulf stream index",-0.719585017,"All"
468,1993.01,"gulf stream index",-0.168748863,"All"
468,1993.01,"western gulf stream index",-1.190936198,"All"
469,1993.02,"gulf stream index",1.189271835,"All"
469,1993.02,"western gulf stream index",0.167156775,"All"
470,1993.03,"gulf stream index",0.981742307,"All"
470,1993.03,"western gulf stream index",0.158522375,"All"
471,1993.04,"gulf stream index",-0.368048569,"All"
471,1993.04,"western gulf stream index",-2.000154059,"All"
472,1993.05,"gulf stream index",0.748654643,"All"
472,1993.05,"western gulf stream index",-0.578029902,"All"
473,1993.06,"gulf stream index",0.52321389,"All"
473,1993.06,"western gulf stream index",-0.576021774,"All"
474,1993.07,"gulf stream index",0.964922058,"All"
474,1993.07,"western gulf stream index",0.521884893,"All"
475,1993.08,"gulf stream index",0.924544804,"All"
475,1993.08,"western gulf stream index",-0.002032071,"All"
476,1993.09,"gulf stream index",0.499173969,"All"
476,1993.09,"western gulf stream index",0.042107863,"All"
477,1993.1,"gulf stream index",0.783951788,"All"
477,1993.1,"western gulf stream index",0.592249177,"All"
478,1993.11,"gulf stream index",0.006392487,"All"
478,1993.11,"western gulf stream index",-0.689848874,"All"
479,1993.12,"gulf stream index",0.484881382,"All"
479,1993.12,"western gulf stream index",-0.574915347,"All"
480,1994.01,"gulf stream index",0.404135896,"All"
480,1994.01,"western gulf stream index",0.53954196,"All"
481,1994.02,"gulf stream index",-0.073068834,"All"
481,1994.02,"western gulf stream index",1.620270958,"All"
482,1994.03,"gulf stream index",-0.032035263,"All"
482,1994.03,"western gulf stream index",0.98884382,"All"
483,1994.04,"gulf stream index",1.141444394,"All"
483,1994.04,"western gulf stream index",0.459215433,"All"
484,1994.05,"gulf stream index",1.219403552,"All"
484,1994.05,"western gulf stream index",0.335958678,"All"
485,1994.06,"gulf stream index",0.860990861,"All"
485,1994.06,"western gulf stream index",1.082312918,"All"
486,1994.07,"gulf stream index",0.637360088,"All"
486,1994.07,"western gulf stream index",0.858333684,"All"
487,1994.08,"gulf stream index",1.326071132,"All"
487,1994.08,"western gulf stream index",1.561271295,"All"
488,1994.09,"gulf stream index",1.044850247,"All"
488,1994.09,"western gulf stream index",1.108899038,"All"
489,1994.1,"gulf stream index",0.623005911,"All"
489,1994.1,"western gulf stream index",0.620787669,"All"
490,1994.11,"gulf stream index",0.547672582,"All"
490,1994.11,"western gulf stream index",1.146318444,"All"
491,1994.12,"gulf stream index",1.549037721,"All"
491,1994.12,"western gulf stream index",1.36462589,"All"
492,1995.01,"gulf stream index",0.998739183,"All"
492,1995.01,"western gulf stream index",0.30619373,"All"
493,1995.02,"gulf stream index",1.609862436,"All"
493,1995.02,"western gulf stream index",0.734260227,"All"
494,1995.03,"gulf stream index",1.43066553,"All"
494,1995.03,"western gulf stream index",1.638609237,"All"
495,1995.04,"gulf stream index",1.439006577,"All"
495,1995.04,"western gulf stream index",1.430500328,"All"
496,1995.05,"gulf stream index",1.676370058,"All"
496,1995.05,"western gulf stream index",1.495233648,"All"
497,1995.06,"gulf stream index",1.13908446,"All"
497,1995.06,"western gulf stream index",1.277233539,"All"
498,1995.07,"gulf stream index",0.91194327,"All"
498,1995.07,"western gulf stream index",1.130269068,"All"
499,1995.08,"gulf stream index",0.640656864,"All"
499,1995.08,"western gulf stream index",1.617834896,"All"
500,1995.09,"gulf stream index",0.101290859,"All"
500,1995.09,"western gulf stream index",0.658986288,"All"
501,1995.1,"gulf stream index",0.690483862,"All"
501,1995.1,"western gulf stream index",0.4895198,"All"
502,1995.11,"gulf stream index",0.83416581,"All"
502,1995.11,"western gulf stream index",1.275388904,"All"
503,1995.12,"gulf stream index",0.335947212,"All"
503,1995.12,"western gulf stream index",0.513241654,"All"
504,1996.01,"gulf stream index",-0.848604731,"All"
504,1996.01,"western gulf stream index",-0.196306799,"All"
505,1996.02,"gulf stream index",-0.250112804,"All"
505,1996.02,"western gulf stream index",0.427889606,"All"
506,1996.03,"gulf stream index",0.51319468,"All"
506,1996.03,"western gulf stream index",0.304505816,"All"
507,1996.04,"gulf stream index",0.307213876,"All"
507,1996.04,"western gulf stream index",-0.14410805,"All"
508,1996.05,"gulf stream index",-0.589084203,"All"
508,1996.05,"western gulf stream index",-0.77042023,"All"
509,1996.06,"gulf stream index",-0.468089082,"All"
509,1996.06,"western gulf stream index",-0.085119815,"All"
510,1996.07,"gulf stream index",-0.416874188,"All"
510,1996.07,"western gulf stream index",-0.638893755,"All"
511,1996.08,"gulf stream index",-0.097626765,"All"
511,1996.08,"western gulf stream index",-0.027932447,"All"
512,1996.09,"gulf stream index",-0.469947301,"All"
512,1996.09,"western gulf stream index",-0.499167067,"All"
513,1996.1,"gulf stream index",-0.868057895,"All"
513,1996.1,"western gulf stream index",-0.761397285,"All"
514,1996.11,"gulf stream index",-0.754014332,"All"
514,1996.11,"western gulf stream index",-0.924974206,"All"
515,1996.12,"gulf stream index",-1.95649433,"All"
515,1996.12,"western gulf stream index",-2.09958216,"All"
516,1997.01,"gulf stream index",-0.267724527,"All"
516,1997.01,"western gulf stream index",-0.364110195,"All"
517,1997.02,"gulf stream index",-0.617651356,"All"
517,1997.02,"western gulf stream index",-0.768498563,"All"
518,1997.03,"gulf stream index",-0.710526602,"All"
518,1997.03,"western gulf stream index",-0.481144243,"All"
519,1997.04,"gulf stream index",0.181075164,"All"
519,1997.04,"western gulf stream index",-0.071509254,"All"
520,1997.05,"gulf stream index",-0.367054242,"All"
520,1997.05,"western gulf stream index",-0.154395372,"All"
521,1997.06,"gulf stream index",-0.669772123,"All"
521,1997.06,"western gulf stream index",-0.197737567,"All"
522,1997.07,"gulf stream index",-0.653047167,"All"
522,1997.07,"western gulf stream index",-0.402249777,"All"
523,1997.08,"gulf stream index",-0.159168082,"All"
523,1997.08,"western gulf stream index",-0.178663918,"All"
524,1997.09,"gulf stream index",0.422064207,"All"
524,1997.09,"western gulf stream index",0.35414621,"All"
525,1997.1,"gulf stream index",-1.23321952,"All"
525,1997.1,"western gulf stream index",-0.97854426,"All"
526,1997.11,"gulf stream index",-0.910388487,"All"
526,1997.11,"western gulf stream index",0.199231023,"All"
527,1997.12,"gulf stream index",-0.441124246,"All"
527,1997.12,"western gulf stream index",0.093815749,"All"
528,1998.01,"gulf stream index",-0.488788403,"All"
528,1998.01,"western gulf stream index",1.391103436,"All"
529,1998.02,"gulf stream index",-1.506625519,"All"
529,1998.02,"western gulf stream index",0.455941841,"All"
530,1998.03,"gulf stream index",-1.342559972,"All"
530,1998.03,"western gulf stream index",-0.660413765,"All"
531,1998.04,"gulf stream index",-1.287329245,"All"
531,1998.04,"western gulf stream index",-0.95686623,"All"
532,1998.05,"gulf stream index",-0.145547153,"All"
532,1998.05,"western gulf stream index",-0.728047525,"All"
533,1998.06,"gulf stream index",-0.533531322,"All"
533,1998.06,"western gulf stream index",-0.896389044,"All"
