EPU,date,source,BottomT.mean,BottomT.sd,Trend,Detrended
GOM,6/9/1989,ROMS,5.837926241,1.540818586,6.590412013,-0.752485772
GOM,6/10/1989,ROMS,5.850379699,1.53568809,6.590543965,-0.740164266
GOM,6/11/1989,ROMS,5.865417801,1.525609779,6.590675917,-0.725258116
GOM,6/12/1989,ROMS,5.878372302,1.513986762,6.590807869,-0.712435567
GOM,6/13/1989,ROMS,5.888890089,1.510205977,6.59093982,-0.702049731
GOM,6/14/1989,ROMS,5.903029288,1.507809231,6.591071772,-0.688042484
GOM,6/15/1989,ROMS,5.919942716,1.500558698,6.591203724,-0.671261008
GOM,6/16/1989,ROMS,5.934135176,1.495804841,6.591335676,-0.6572005
GOM,6/17/1989,ROMS,5.949298759,1.489170049,6.591467627,-0.642168868
GOM,6/18/1989,ROMS,5.963243072,1.481751588,6.591599579,-0.628356507
GOM,6/19/1989,ROMS,5.975849973,1.475615473,6.591731531,-0.615881558
GOM,6/20/1989,ROMS,5.989354674,1.469554823,6.591863482,-0.602508808
GOM,6/21/1989,ROMS,6.004046927,1.463818757,6.591995434,-0.587948507
GOM,6/22/1989,ROMS,6.018942614,1.458409626,6.592127386,-0.573184772
GOM,6/23/1989,ROMS,6.035480255,1.451955136,6.592259338,-0.556779083
GOM,6/24/1989,ROMS,6.053701493,1.444831988,6.592391289,-0.538689796
GOM,6/25/1989,ROMS,6.07242019,1.437593235,6.592523241,-0.520103051
GOM,6/26/1989,ROMS,6.093932643,1.428189625,6.592655193,-0.49872255
GOM,6/27/1989,ROMS,6.115215305,1.419562946,6.592787145,-0.47757184
GOM,6/28/1989,ROMS,6.132258115,1.414920898,6.592919096,-0.460660981
GOM,6/29/1989,ROMS,6.148743564,1.411917594,6.593051048,-0.444307484
GOM,6/30/1989,ROMS,6.168773206,1.407198305,6.593183,-0.424409794
GOM,7/1/1989,ROMS,6.187947995,1.403977853,6.593314952,-0.405366957
GOM,7/2/1989,ROMS,6.204900445,1.40214095,6.593446903,-0.388546458
GOM,7/3/1989,ROMS,6.220322188,1.400953096,6.593578855,-0.373256667
GOM,7/4/1989,ROMS,6.236892439,1.399072332,6.593710807,-0.356818368
GOM,7/5/1989,ROMS,6.248397959,1.400439559,6.593842759,-0.3454448
GOM,7/6/1989,ROMS,6.258111043,1.403881936,6.59397471,-0.335863667
GOM,7/7/1989,ROMS,6.271407892,1.405875986,6.594106662,-0.32269877
GOM,7/8/1989,ROMS,6.286971458,1.40630191,6.594238614,-0.307267156
GOM,7/9/1989,ROMS,6.306794769,1.404314789,6.594370566,-0.287575797
GOM,7/10/1989,ROMS,6.323272639,1.403730887,6.594502517,-0.271229878
GOM,7/11/1989,ROMS,6.334965283,1.406203966,6.594634469,-0.259669186
GOM,7/12/1989,ROMS,6.347558117,1.40890637,6.594766421,-0.247208304
GOM,7/13/1989,ROMS,6.361185433,1.414763505,6.594898373,-0.23371294
GOM,7/14/1989,ROMS,6.374163454,1.421345745,6.595030324,-0.22086687
GOM,7/15/1989,ROMS,6.388700829,1.42433967,6.595162276,-0.206461447
GOM,7/16/1989,ROMS,6.401707666,1.425900142,6.595294228,-0.193586562
GOM,7/17/1989,ROMS,6.410584867,1.428301724,6.595426179,-0.184841312
GOM,7/18/1989,ROMS,6.421030695,1.427003927,6.595558131,-0.174527436
GOM,7/19/1989,ROMS,6.431193864,1.423549233,6.595690083,-0.164496219
GOM,7/20/1989,ROMS,6.437018878,1.422212425,6.595822035,-0.158803157
GOM,7/21/1989,ROMS,6.443329504,1.420769723,6.595953986,-0.152624482
GOM,7/22/1989,ROMS,6.454101814,1.4161168,6.596085938,-0.141984124
GOM,7/23/1989,ROMS,6.462816242,1.412468415,6.59621789,-0.133401648
GOM,7/24/1989,ROMS,6.472352696,1.408664133,6.596349842,-0.123997146
GOM,7/25/1989,ROMS,6.480462092,1.405550644,6.596481793,-0.116019701
GOM,7/26/1989,ROMS,6.485576046,1.404947109,6.596613745,-0.111037699
GOM,7/27/1989,ROMS,6.490494711,1.40577376,6.596745697,-0.106250986
GOM,7/28/1989,ROMS,6.494785254,1.407783202,6.596877649,-0.102092395
GOM,7/29/1989,ROMS,6.49934813,1.409621181,6.5970096,-0.09766147
GOM,7/30/1989,ROMS,6.507757311,1.408193663,6.597141552,-0.089384241
GOM,7/31/1989,ROMS,6.513124646,1.407916038,6.597273504,-0.084148858
GOM,8/1/1989,ROMS,6.519394338,1.404758592,6.597405456,-0.078011118
GOM,8/2/1989,ROMS,6.526747532,1.399348902,6.597537407,-0.070789875
GOM,8/3/1989,ROMS,6.532028187,1.394722531,6.597669359,-0.065641172
GOM,8/4/1989,ROMS,6.534727511,1.391580474,6.597801311,-0.0630738
GOM,8/5/1989,ROMS,6.534009353,1.39125962,6.597933263,-0.06392391
GOM,8/6/1989,ROMS,6.530967457,1.394395507,6.598065214,-0.067097757
GOM,8/7/1989,ROMS,6.530165066,1.396676676,6.598197166,-0.0680321
GOM,8/8/1989,ROMS,6.532334567,1.397747032,6.598329118,-0.065994551
GOM,8/9/1989,ROMS,6.538497999,1.395697353,6.59846107,-0.059963071
GOM,8/10/1989,ROMS,6.544495962,1.394013607,6.598593021,-0.054097059
GOM,8/11/1989,ROMS,6.548267635,1.394664737,6.598724973,-0.050457338
GOM,8/12/1989,ROMS,6.552117878,1.395325963,6.598856925,-0.046739047
GOM,8/13/1989,ROMS,6.55724162,1.394075113,6.598988876,-0.041747256
GOM,8/14/1989,ROMS,6.562215625,1.391177704,6.599120828,-0.036905203
GOM,8/15/1989,ROMS,6.566536357,1.386284728,6.59925278,-0.032716423
GOM,8/16/1989,ROMS,6.570795695,1.379574548,6.599384732,-0.028589037
GOM,8/17/1989,ROMS,6.574909535,1.372421193,6.599516683,-0.024607148
GOM,8/18/1989,ROMS,6.580990219,1.362326691,6.599648635,-0.018658416
GOM,8/19/1989,ROMS,6.59009268,1.349760659,6.599780587,-0.009687907
GOM,8/20/1989,ROMS,6.597211015,1.338133084,6.599912539,-0.002701524
GOM,8/21/1989,ROMS,6.602992063,1.328786806,6.60004449,0.002947573
GOM,8/22/1989,ROMS,6.606604799,1.322377144,6.600176442,0.006428357
GOM,8/23/1989,ROMS,6.612015638,1.316244043,6.600308394,0.011707244
GOM,8/24/1989,ROMS,6.61882459,1.310424401,6.600440346,0.018384244
GOM,8/25/1989,ROMS,6.631661841,1.299597868,6.600572297,0.031089544
GOM,8/26/1989,ROMS,6.643250703,1.291265673,6.600704249,0.042546454
GOM,8/27/1989,ROMS,6.652096378,1.287555424,6.600836201,0.051260177
GOM,8/28/1989,ROMS,6.661666522,1.283454561,6.600968153,0.060698369
GOM,8/29/1989,ROMS,6.666335796,1.279829405,6.601100104,0.065235692
GOM,8/30/1989,ROMS,6.668359902,1.276151037,6.601232056,0.067127846
GOM,8/31/1989,ROMS,6.671171573,1.271453384,6.601364008,0.069807565
GOM,9/1/1989,ROMS,6.677375188,1.265038235,6.60149596,0.075879228
GOM,9/2/1989,ROMS,6.675873287,1.263359102,6.601627911,0.074245376
GOM,9/3/1989,ROMS,6.672135594,1.264995021,6.601759863,0.070375731
GOM,9/4/1989,ROMS,6.679928511,1.256080453,6.601891815,0.078036696
GOM,9/5/1989,ROMS,6.690359619,1.244936013,6.602023767,0.088335852
GOM,9/6/1989,ROMS,6.699352167,1.233956747,6.602155718,0.097196449
GOM,9/7/1989,ROMS,6.708591845,1.223853546,6.60228767,0.106304175
GOM,9/8/1989,ROMS,6.71779412,1.214282438,6.602419622,0.115374498
GOM,9/9/1989,ROMS,6.727506633,1.205186963,6.602551573,0.12495506
GOM,9/10/1989,ROMS,6.738618078,1.195858212,6.602683525,0.135934553
GOM,9/11/1989,ROMS,6.75112031,1.186225261,6.602815477,0.148304833
GOM,9/12/1989,ROMS,6.765804921,1.175298689,6.602947429,0.162857492
GOM,9/13/1989,ROMS,6.78337083,1.162583598,6.60307938,0.18029145
GOM,9/14/1989,ROMS,6.798678631,1.149901742,6.603211332,0.195467299
GOM,9/15/1989,ROMS,6.812796716,1.137656677,6.603343284,0.209453432
GOM,9/16/1989,ROMS,6.831544432,1.125160595,6.603475236,0.228069196
GOM,9/17/1989,ROMS,6.851370382,1.113178496,6.603607187,0.247763195
GOM,9/18/1989,ROMS,6.869733953,1.102008429,6.603739139,0.265994814
GOM,9/19/1989,ROMS,6.892806436,1.092027829,6.603871091,0.288935345
GOM,9/20/1989,ROMS,6.917032729,1.085120634,6.604003043,0.313029686
GOM,9/21/1989,ROMS,6.934388147,1.079500843,6.604134994,0.330253153
GOM,9/22/1989,ROMS,6.948828265,1.071648888,6.604266946,0.344561319
GOM,9/23/1989,ROMS,6.956611927,1.060601317,6.604398898,0.352213029
GOM,9/24/1989,ROMS,6.944519895,1.044173198,6.60453085,0.339989045
GOM,9/25/1989,ROMS,6.952231672,1.037392507,6.604662801,0.347568871
GOM,9/26/1989,ROMS,6.963740117,1.032575972,6.604794753,0.358945364
GOM,9/27/1989,ROMS,6.977442316,1.02569483,6.604926705,0.372515611
GOM,9/28/1989,ROMS,7.005953036,1.024140829,6.605058657,0.400894379
GOM,9/29/1989,ROMS,7.020183745,1.019739641,6.605190608,0.414993137
GOM,9/30/1989,ROMS,7.020080406,1.011877073,6.60532256,0.414757846
GOM,10/1/1989,ROMS,7.029066279,1.004822531,6.605454512,0.423611767
GOM,10/2/1989,ROMS,7.037600056,0.996844719,6.605586464,0.432013592
GOM,10/3/1989,ROMS,7.042716967,0.98965076,6.605718415,0.436998552
GOM,10/4/1989,ROMS,7.051639456,0.983389258,6.605850367,0.445789089
GOM,10/5/1989,ROMS,7.067207593,0.979587203,6.605982319,0.461225274
GOM,10/6/1989,ROMS,7.080181463,0.977733762,6.60611427,0.474067193
GOM,10/7/1989,ROMS,7.087728467,0.973096954,6.606246222,0.481482245
GOM,10/8/1989,ROMS,7.095497396,0.968542121,6.606378174,0.489119222
GOM,10/9/1989,ROMS,7.103089646,0.963858164,6.606510126,0.49657952
GOM,10/10/1989,ROMS,7.113158427,0.958498694,6.606642077,0.50651635
GOM,10/11/1989,ROMS,7.124330608,0.952380374,6.606774029,0.517556579
GOM,10/12/1989,ROMS,7.138959705,0.945689043,6.606905981,0.532053724
GOM,10/13/1989,ROMS,7.153305781,0.93950597,6.607037933,0.546267848
GOM,10/14/1989,ROMS,7.162614693,0.933274091,6.607169884,0.555444809
GOM,10/15/1989,ROMS,7.171650922,0.92710726,6.607301836,0.564349086
GOM,10/16/1989,ROMS,7.183256526,0.920373809,6.607433788,0.575822738
GOM,10/17/1989,ROMS,7.192560439,0.914017863,6.60756574,0.584994699
GOM,10/18/1989,ROMS,7.201946885,0.908203062,6.607697691,0.594249194
GOM,10/19/1989,ROMS,7.242473803,0.912543871,6.607829643,0.63464416
GOM,10/20/1989,ROMS,7.287668354,0.923421519,6.607961595,0.679706759
GOM,10/21/1989,ROMS,7.303067358,0.928026568,6.608093547,0.694973811
GOM,10/22/1989,ROMS,7.300951196,0.916895888,6.608225498,0.692725698
GOM,10/23/1989,ROMS,7.300799979,0.904683008,6.60835745,0.692442529
GOM,10/24/1989,ROMS,7.306007405,0.897867568,6.608489402,0.697518003
GOM,10/25/1989,ROMS,7.309968048,0.891589405,6.608621354,0.701346694
GOM,10/26/1989,ROMS,7.315455342,0.888049454,6.608753305,0.706702037
GOM,10/27/1989,ROMS,7.325920534,0.88851944,6.608885257,0.717035277
GOM,10/28/1989,ROMS,7.337147104,0.890410014,6.609017209,0.728129895
GOM,10/29/1989,ROMS,7.347212122,0.891474528,6.609149161,0.738062961
GOM,10/30/1989,ROMS,7.356958744,0.891539124,6.609281112,0.747677632
GOM,10/31/1989,ROMS,7.36445259,0.888975815,6.609413064,0.755039526
GOM,11/1/1989,ROMS,7.369135943,0.885498711,6.609545016,0.759590927
GOM,11/2/1989,ROMS,7.37401072,0.880355673,6.609676967,0.764333753
GOM,11/3/1989,ROMS,7.380814921,0.876566063,6.609808919,0.771006002
GOM,11/4/1989,ROMS,7.391296217,0.878846827,6.609940871,0.781355346
GOM,11/5/1989,ROMS,7.405171219,0.885019865,6.610072823,0.795098396
GOM,11/6/1989,ROMS,7.410196671,0.885016824,6.610204774,0.799991897
GOM,11/7/1989,ROMS,7.410114431,0.877358421,6.610336726,0.799777705
GOM,11/8/1989,ROMS,7.411599557,0.871755243,6.610468678,0.801130879
GOM,11/9/1989,ROMS,7.420886666,0.875245347,6.61060063,0.810286036
GOM,11/10/1989,ROMS,7.43432458,0.88477156,6.610732581,0.823591999
GOM,11/11/1989,ROMS,7.444752118,0.884749174,6.610864533,0.833887585
GOM,11/12/1989,ROMS,7.447482609,0.87499638,6.610996485,0.836486124
GOM,11/13/1989,ROMS,7.445943316,0.856426239,6.611128437,0.834814879
GOM,11/14/1989,ROMS,7.448852618,0.847640751,6.611260388,0.83759223
GOM,11/15/1989,ROMS,7.449640469,0.841618043,6.61139234,0.838248129
GOM,11/16/1989,ROMS,7.452936366,0.838839698,6.611524292,0.841412074
GOM,11/17/1989,ROMS,7.454700949,0.842985702,6.611656244,0.843044705
GOM,11/18/1989,ROMS,7.459161927,0.837661215,6.611788195,0.847373732
GOM,11/19/1989,ROMS,7.462583143,0.830665665,6.611920147,0.850662996
GOM,11/20/1989,ROMS,7.469350667,0.822163832,6.612052099,0.857298568
GOM,11/21/1989,ROMS,7.473516252,0.817907549,6.612184051,0.861332201
GOM,11/22/1989,ROMS,7.495044374,0.798832183,6.612316002,0.882728372
GOM,11/23/1989,ROMS,7.508483802,0.786221726,6.612447954,0.896035848
GOM,11/24/1989,ROMS,7.513412029,0.770925098,6.612579906,0.900832123
GOM,11/25/1989,ROMS,7.517683812,0.756615795,6.612711858,0.904971954
GOM,11/26/1989,ROMS,7.51973107,0.750900212,6.612843809,0.906887261
GOM,11/27/1989,ROMS,7.52797679,0.745744921,6.612975761,0.915001029
GOM,11/28/1989,ROMS,7.536786348,0.736277565,6.613107713,0.923678635
GOM,11/29/1989,ROMS,7.542179846,0.729787119,6.613239664,0.928940182
GOM,11/30/1989,ROMS,7.543309361,0.717576007,6.613371616,0.929937745
GOM,12/1/1989,ROMS,7.54524019,0.70696668,6.613503568,0.931736622
GOM,12/2/1989,ROMS,7.543898999,0.695995733,6.61363552,0.930263479
GOM,12/3/1989,ROMS,7.544168645,0.686663406,6.613767471,0.930401174
GOM,12/4/1989,ROMS,7.546809957,0.683131003,6.613899423,0.932910534
GOM,12/5/1989,ROMS,7.532444991,0.688927191,6.614031375,0.918413616
GOM,12/6/1989,ROMS,7.527164946,0.689201272,6.614163327,0.913001619
GOM,12/7/1989,ROMS,7.535717701,0.685424347,6.614295278,0.921422423
GOM,12/8/1989,ROMS,7.531151864,0.695093662,6.61442723,0.916724634
GOM,12/9/1989,ROMS,7.519424982,0.705256024,6.614559182,0.9048658
GOM,12/10/1989,ROMS,7.511516775,0.715746141,6.614691134,0.896825641
GOM,12/11/1989,ROMS,7.511702138,0.722285458,6.614823085,0.896879053
GOM,12/12/1989,ROMS,7.51680695,0.727403747,6.614955037,0.901851913
GOM,12/13/1989,ROMS,7.5157972,0.73638175,6.615086989,0.900710211
GOM,12/14/1989,ROMS,7.505330914,0.758564768,6.615218941,0.890111973
GOM,12/15/1989,ROMS,7.489255463,0.79476271,6.615350892,0.873904571
GOM,12/16/1989,ROMS,7.484127351,0.816689735,6.615482844,0.868644507
GOM,12/17/1989,ROMS,7.480825119,0.843375774,6.615614796,0.865210323
GOM,12/18/1989,ROMS,7.464340705,0.895359798,6.615746748,0.848593957
GOM,12/19/1989,ROMS,7.461195444,0.922301814,6.615878699,0.845316745
GOM,12/20/1989,ROMS,7.467416232,0.936402688,6.616010651,0.851405581
GOM,12/21/1989,ROMS,7.471803443,0.955951829,6.616142603,0.85566084
GOM,12/22/1989,ROMS,7.465152383,0.99532878,6.616274555,0.848877828
GOM,12/23/1989,ROMS,7.443949635,1.056115646,6.616406506,0.827543129
GOM,12/24/1989,ROMS,7.430317404,1.098378937,6.616538458,0.813778946
GOM,12/25/1989,ROMS,7.427599916,1.122922037,6.61667041,0.810929506
GOM,12/26/1989,ROMS,7.429626948,1.14331938,6.616802361,0.812824587
GOM,12/27/1989,ROMS,7.435259063,1.162662113,6.616934313,0.81832475
GOM,12/28/1989,ROMS,7.421506775,1.204442993,6.617066265,0.80444051
GOM,12/29/1989,ROMS,7.416838853,1.230018724,6.617198217,0.799640636
GOM,12/30/1989,ROMS,7.399620313,1.271281269,6.617330168,0.782290145
GOM,12/31/1989,ROMS,7.394331604,1.291565395,6.61746212,0.776869484
GOM,1/1/1990,ROMS,6.913526183,1.253085648,6.617594072,0.295932111
GOM,1/2/1990,ROMS,6.919012034,1.238999644,6.617726024,0.30128601
GOM,1/3/1990,ROMS,6.910705687,1.24362991,6.617857975,0.292847712
GOM,1/4/1990,ROMS,6.923708344,1.220070035,6.617989927,0.305718417
GOM,1/5/1990,ROMS,6.944490043,1.192191466,6.618121879,0.326368164
GOM,1/6/1990,ROMS,6.957657737,1.170615966,6.618253831,0.339403906
GOM,1/7/1990,ROMS,6.967666231,1.15704826,6.618385782,0.349280449
GOM,1/8/1990,ROMS,6.966819893,1.162537465,6.618517734,0.348302159
GOM,1/9/1990,ROMS,6.973458965,1.152615824,6.618649686,0.354809279
GOM,1/10/1990,ROMS,6.979836519,1.145433525,6.618781638,0.361054881
GOM,1/11/1990,ROMS,6.988461025,1.130943187,6.618913589,0.369547436
GOM,1/12/1990,ROMS,6.985748718,1.130819512,6.619045541,0.366703177
GOM,1/13/1990,ROMS,6.992118584,1.121722824,6.619177493,0.372941091
GOM,1/14/1990,ROMS,6.976421094,1.142499973,6.619309445,0.357111649
GOM,1/15/1990,ROMS,6.945597817,1.189514426,6.619441396,0.326156421
GOM,1/16/1990,ROMS,6.950998623,1.182888919,6.619573348,0.331425275
GOM,1/17/1990,ROMS,6.960145578,1.168342332,6.6197053,0.340440278
GOM,1/18/1990,ROMS,6.970920516,1.151995204,6.619837252,0.351083264
GOM,1/19/1990,ROMS,6.992530402,1.118052734,6.619969203,0.372561199
GOM,1/20/1990,ROMS,7.003403962,1.105555972,6.620101155,0.383302807
GOM,1/21/1990,ROMS,7.021058036,1.090618535,6.620233107,0.400824929
GOM,1/22/1990,ROMS,7.008111928,1.121078417,6.620365058,0.38774687
GOM,1/23/1990,ROMS,6.989112841,1.155144399,6.62049701,0.368615831
GOM,1/24/1990,ROMS,6.988705515,1.146201169,6.620628962,0.368076553
GOM,1/25/1990,ROMS,6.994970773,1.135314369,6.620760914,0.374209859
GOM,1/26/1990,ROMS,7.004376485,1.121607973,6.620892865,0.38348362
GOM,1/27/1990,ROMS,7.0141586,1.107520258,6.621024817,0.393133783
GOM,1/28/1990,ROMS,7.012982724,1.103440453,6.621156769,0.391825955
GOM,1/29/1990,ROMS,7.023570743,1.09255951,6.621288721,0.402282022
GOM,1/30/1990,ROMS,7.023919882,1.096475466,6.621420672,0.40249921
GOM,1/31/1990,ROMS,7.007735887,1.119151421,6.621552624,0.386183263
GOM,2/1/1990,ROMS,6.997903686,1.125610974,6.621684576,0.37621911
GOM,2/2/1990,ROMS,7.007384742,1.109327551,6.621816528,0.385568214
GOM,2/3/1990,ROMS,7.013356239,1.099006872,6.621948479,0.39140776
GOM,2/4/1990,ROMS,7.001407857,1.119554008,6.622080431,0.379327426
GOM,2/5/1990,ROMS,6.967536836,1.171496047,6.622212383,0.345324453
GOM,2/6/1990,ROMS,6.938260425,1.211112463,6.622344335,0.31591609
GOM,2/7/1990,ROMS,6.934561065,1.207109126,6.622476286,0.312084779
GOM,2/8/1990,ROMS,6.938341739,1.195534441,6.622608238,0.315733501
GOM,2/9/1990,ROMS,6.94389573,1.18166519,6.62274019,0.32115554
GOM,2/10/1990,ROMS,6.956141273,1.157722331,6.622872142,0.333269131
GOM,2/11/1990,ROMS,6.96425598,1.139942818,6.623004093,0.341251887
GOM,2/12/1990,ROMS,6.969785018,1.128507979,6.623136045,0.346648973
GOM,2/13/1990,ROMS,6.972024641,1.126535552,6.623267997,0.348756644
GOM,2/14/1990,ROMS,6.975685034,1.120465473,6.623399949,0.352285085
GOM,2/15/1990,ROMS,6.975763639,1.11546372,6.6235319,0.352231739
GOM,2/16/1990,ROMS,6.963447871,1.127106238,6.623663852,0.339784019
GOM,2/17/1990,ROMS,6.954926468,1.131750909,6.623795804,0.331130664
GOM,2/18/1990,ROMS,6.950238818,1.125784635,6.623927755,0.326311063
GOM,2/19/1990,ROMS,6.944282358,1.128146924,6.624059707,0.320222651
GOM,2/20/1990,ROMS,6.956391432,1.116790689,6.624191659,0.332199773
GOM,2/21/1990,ROMS,6.934044897,1.145836038,6.624323611,0.309721286
GOM,2/22/1990,ROMS,6.93454331,1.151450142,6.624455562,0.310087748
GOM,2/23/1990,ROMS,6.948563842,1.136543599,6.624587514,0.323976328
GOM,2/24/1990,ROMS,6.94894752,1.124071369,6.624719466,0.324228054
GOM,2/25/1990,ROMS,6.914937362,1.147058479,6.624851418,0.290085944
GOM,2/26/1990,ROMS,6.842568002,1.204527829,6.624983369,0.217584633
GOM,2/27/1990,ROMS,6.770387531,1.259818923,6.625115321,0.14527221
GOM,2/28/1990,ROMS,6.737628389,1.269022057,6.625247273,0.112381116
GOM,3/1/1990,ROMS,6.710545935,1.27508793,6.625379225,0.08516671
GOM,3/2/1990,ROMS,6.689928062,1.282537959,6.625511176,0.064416886
GOM,3/3/1990,ROMS,6.685751099,1.273599572,6.625643128,0.060107971
GOM,3/4/1990,ROMS,6.691050816,1.26570122,6.62577508,0.065275736
GOM,3/5/1990,ROMS,6.68650151,1.271972569,6.625907032,0.060594478
GOM,3/6/1990,ROMS,6.666579607,1.287301464,6.626038983,0.040540624
GOM,3/7/1990,ROMS,6.637430497,1.309126827,6.626170935,0.011259562
GOM,3/8/1990,ROMS,6.581777591,1.355372606,6.626302887,-0.044525296
GOM,3/9/1990,ROMS,6.549110536,1.370057784,6.626434839,-0.077324303
GOM,3/10/1990,ROMS,6.530304066,1.369917681,6.62656679,-0.096262724
GOM,3/11/1990,ROMS,6.518632903,1.363245699,6.626698742,-0.108065839
GOM,3/12/1990,ROMS,6.508314847,1.355045308,6.626830694,-0.118515847
GOM,3/13/1990,ROMS,6.492466263,1.354400947,6.626962646,-0.134496383
GOM,3/14/1990,ROMS,6.47700802,1.355389737,6.627094597,-0.150086577
GOM,3/15/1990,ROMS,6.462014239,1.35757875,6.627226549,-0.16521231
GOM,3/16/1990,ROMS,6.451509248,1.356402614,6.627358501,-0.175849253
GOM,3/17/1990,ROMS,6.44122748,1.357087715,6.627490452,-0.186262972
GOM,3/18/1990,ROMS,6.443870826,1.348541917,6.627622404,-0.183751578
GOM,3/19/1990,ROMS,6.452699176,1.338150316,6.627754356,-0.17505518
GOM,3/20/1990,ROMS,6.462854321,1.332474061,6.627886308,-0.165031987
GOM,3/21/1990,ROMS,6.469866273,1.33432132,6.628018259,-0.158151986
GOM,3/22/1990,ROMS,6.459178,1.339412408,6.628150211,-0.168972211
GOM,3/23/1990,ROMS,6.442272602,1.344121319,6.628282163,-0.186009561
GOM,3/24/1990,ROMS,6.44220316,1.331233532,6.628414115,-0.186210955
GOM,3/25/1990,ROMS,6.427416579,1.328551826,6.628546066,-0.201129487
GOM,3/26/1990,ROMS,6.412408147,1.324092657,6.628678018,-0.216269871
GOM,3/27/1990,ROMS,6.39453696,1.316890054,6.62880997,-0.23427301
GOM,3/28/1990,ROMS,6.36355959,1.317191325,6.628941922,-0.265382332
GOM,3/29/1990,ROMS,6.346428359,1.310200102,6.629073873,-0.282645514
GOM,3/30/1990,ROMS,6.326037725,1.309790884,6.629205825,-0.3031681
GOM,3/31/1990,ROMS,6.311589447,1.309335449,6.629337777,-0.31774833
GOM,4/1/1990,ROMS,6.295367677,1.311807864,6.629469729,-0.334102052
GOM,4/2/1990,ROMS,6.277725284,1.314953044,6.62960168,-0.351876396
GOM,4/3/1990,ROMS,6.263046607,1.316869711,6.629733632,-0.366687025
GOM,4/4/1990,ROMS,6.249701068,1.321338968,6.629865584,-0.380164516
GOM,4/5/1990,ROMS,6.241893839,1.32613902,6.629997536,-0.388103697
GOM,4/6/1990,ROMS,6.244025552,1.316899878,6.630129487,-0.386103935
GOM,4/7/1990,ROMS,6.241325526,1.311417475,6.630261439,-0.388935913
GOM,4/8/1990,ROMS,6.231934222,1.310416587,6.630393391,-0.398459169
GOM,4/9/1990,ROMS,6.224824621,1.305677565,6.630525343,-0.405700722
GOM,4/10/1990,ROMS,6.220224882,1.301460911,6.630657294,-0.410432412
GOM,4/11/1990,ROMS,6.222526496,1.292162485,6.630789246,-0.40826275
GOM,4/12/1990,ROMS,6.227178002,1.279959931,6.630921198,-0.403743196
GOM,4/13/1990,ROMS,6.228263892,1.273598859,6.631053149,-0.402789257
GOM,4/14/1990,ROMS,6.231312534,1.269761046,6.631185101,-0.399872567
GOM,4/15/1990,ROMS,6.234260227,1.266184631,6.631317053,-0.397056826
GOM,4/16/1990,ROMS,6.238575475,1.260081921,6.631449005,-0.39287353
GOM,4/17/1990,ROMS,6.238894719,1.255953815,6.631580956,-0.392686237
GOM,4/18/1990,ROMS,6.241893595,1.249476042,6.631712908,-0.389819313
GOM,4/19/1990,ROMS,6.244715653,1.238569118,6.63184486,-0.387129207
GOM,4/20/1990,ROMS,6.246312051,1.232461519,6.631976812,-0.385664761
GOM,4/21/1990,ROMS,6.248131898,1.22595773,6.632108763,-0.383976865
GOM,4/22/1990,ROMS,6.24846908,1.218024725,6.632240715,-0.383771635
GOM,4/23/1990,ROMS,6.239676775,1.210137748,6.632372667,-0.392695892
GOM,4/24/1990,ROMS,6.230113831,1.200500141,6.632504619,-0.402390788
GOM,4/25/1990,ROMS,6.217584101,1.191798127,6.63263657,-0.415052469
GOM,4/26/1990,ROMS,6.202743775,1.182015633,6.632768522,-0.430024747
GOM,4/27/1990,ROMS,6.189299978,1.171626234,6.632900474,-0.443600496
GOM,4/28/1990,ROMS,6.179375862,1.162511236,6.633032426,-0.453656564
GOM,4/29/1990,ROMS,6.170679737,1.157611861,6.633164377,-0.46248464
GOM,4/30/1990,ROMS,6.163029863,1.154380684,6.633296329,-0.470266466
GOM,5/1/1990,ROMS,6.156928903,1.149414242,6.633428281,-0.476499378
GOM,5/2/1990,ROMS,6.153383096,1.142961016,6.633560233,-0.480177137
GOM,5/3/1990,ROMS,6.151422943,1.135508113,6.633692184,-0.482269241
GOM,5/4/1990,ROMS,6.150607306,1.129609542,6.633824136,-0.48321683
GOM,5/5/1990,ROMS,6.147269954,1.127599144,6.633956088,-0.486686134
GOM,5/6/1990,ROMS,6.145102838,1.122670528,6.63408804,-0.488985202
GOM,5/7/1990,ROMS,6.141622224,1.115950637,6.634219991,-0.492597767
GOM,5/8/1990,ROMS,6.13774044,1.113183745,6.634351943,-0.496611503
GOM,5/9/1990,ROMS,6.135106755,1.109759201,6.634483895,-0.49937714
GOM,5/10/1990,ROMS,6.130598198,1.111802628,6.634615846,-0.504017648
GOM,5/11/1990,ROMS,6.1269616,1.115671246,6.634747798,-0.507786198
GOM,5/12/1990,ROMS,6.126222285,1.119357729,6.63487975,-0.508657465
GOM,5/13/1990,ROMS,6.124765446,1.11878061,6.635011702,-0.510246256
GOM,5/14/1990,ROMS,6.123517115,1.121560247,6.635143653,-0.511626538
GOM,5/15/1990,ROMS,6.123140683,1.116797212,6.635275605,-0.512134922
GOM,5/16/1990,ROMS,6.121280055,1.112828258,6.635407557,-0.514127502
GOM,5/17/1990,ROMS,6.117045169,1.112424207,6.635539509,-0.51849434
GOM,5/18/1990,ROMS,6.11521754,1.10704986,6.63567146,-0.52045392
GOM,5/19/1990,ROMS,6.112751998,1.101465538,6.635803412,-0.523051414
