"","Entity.Name","Jurisdiction","FMP","Science Center","Stock Area","Assessment.Year","Last Data Year","F Year","Estimated.F","Flimit","Fmsy","F/Flimit","F.Fmsy","Ftarget","F/Ftarget","B Year","Estimated.B","B Unit","Blimit","Bmsy","B/Blimit","B.Bmsy"
"92","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2017,2016,2016,0.111000001430511,0.219999998807907,0.219999998807907,0.504999995231628,0.504999995231628,NA,NA,2016,13351,"Metric Tons",6751,13503,1.97800004482269,0.989000022411346
"93","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2019,2018,2018,0.0890000015497208,0.257999986410141,0.257999986410141,0.344999998807907,0.344999998807907,NA,NA,2018,17748,"Metric Tons",7647,15293,2.32100009918213,1.16100001335144
"94","American plaice - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2022,2021,2021,0.0450000017881393,0.414000004529953,0.414000004529953,0.108999997377396,0.108999997377396,NA,NA,2021,18809,"Metric Tons",9252.5,19051,2.03299999237061,0.986999988555908
"95","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2013,2012,2012,0.0700000002980232,0.109999999403954,0.109999999403954,0.635999977588654,0.635999977588654,NA,NA,2012,11160,"mt",NA,NA,NA,NA
"96","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2014,2013,2013,0.0399999991059303,0.109999999403954,0.109999999403954,0.363999992609024,0.363999992609024,NA,NA,2013,11179,"mt",NA,NA,NA,NA
"97","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2015,2014,2014,0.0399999991059303,0.109999999403954,0.109999999403954,0.363999992609024,0.363999992609024,NA,NA,2014,10048,"mt",NA,NA,NA,NA
"98","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2016,2015,2015,0.0500000007450581,0.109999999403954,0.109999999403954,0.455000013113022,0.455000013113022,NA,NA,2015,11026,"mt",NA,NA,NA,NA
"99","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2017,2016,2015,0.0500000007450581,0.109999999403954,0.109999999403954,0.455000013113022,0.455000013113022,NA,NA,2015,13944,"mt",NA,NA,NA,NA
"100","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2018,2017,2017,0.0529999993741512,NA,NA,NA,NA,0.109999999403954,0.48199999332428,2018,6402,"mt",NA,NA,NA,NA
"101","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2019,2018,2018,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2020,2020,2019,31,NA,NA,NA,NA,189,0.164000004529953,2019,14908,"Metric Tons",NA,NA,NA,NA
"103","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2022,2022,2021,56,NA,NA,NA,NA,189,0.164000004529953,NA,NA,NA,NA,NA,NA,NA
"104","Atlantic cod - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2023,2022,2022,37,NA,NA,NA,NA,160,0.231000006198883,NA,NA,NA,NA,NA,NA,NA
"105","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2005,2004,2004,0.239999994635582,NA,0.180000007152557,NA,1.33299994468689,NA,NA,2004,22564,"Metric Tons",NA,217000,NA,0.104000002145767
"106","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2008,2007,2007,0.300000011920929,0.25,0.25,1.20000004768372,1.20000004768372,NA,NA,2007,17672,"mt",74042,148084,0.238999992609024,0.119000002741814
"107","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2012,2010,2010,0.449999988079071,0.230000004172325,0.230000004172325,1.95700001716614,1.95700001716614,NA,NA,2010,11289,"mt",70212,140424,0.160999998450279,0.0799999982118607
"108","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2013,2011,2011,0.430000007152557,0.180000007152557,0.180000007152557,2.38899993896484,2.38899993896484,NA,NA,2011,13216,"mt",93267,186535,0.142000004649162,0.0710000023245811
"109","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2015,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2017,2016,2016,0.17399999499321,NA,NA,NA,NA,NA,NA,2016,4.69600009918213,"kg/tow",NA,NA,NA,NA
"111","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2019,2019,2018,0.119000002741814,NA,NA,NA,NA,NA,NA,2019,0.374000012874603,"kg / tow",NA,NA,NA,NA
"112","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2021,2020,2020,0.189999997615814,NA,NA,NA,NA,NA,NA,2020,2.69799995422363,"kg / tow",NA,NA,NA,NA
"113","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2002,2001,2001,0.469999998807907,NA,0.224999994039536,NA,2.08899998664856,NA,NA,2001,23800,"mt",NA,82830,NA,0.287000000476837
"114","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2005,2004,2004,0.629999995231628,NA,0.224999994039536,NA,2.79999995231628,NA,NA,2004,18800,"Metric Tons",NA,82830,NA,0.226999998092651
"115","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2008,2007,2007,0.456000000238419,0.239999994635582,0.239999994635582,1.89999997615814,1.89999997615814,NA,NA,2007,33878,"mt",29124,58248,1.16299998760223,0.582000017166138
"116","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2012,2010,2010,1.13999998569489,0.200000002980232,0.200000002980232,5.69999980926514,5.69999980926514,NA,NA,2010,11868,"mt",30609,61218,0.388000011444092,0.194000005722046
"117","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2013,2011,2011,NA,NA,NA,NA,NA,NA,NA,2011,NA,"mt",NA,NA,NA,NA
"118","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2014,2013,2013,NA,NA,NA,NA,NA,NA,NA,2013,NA,"mt",NA,NA,NA,NA
"119","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2015,2014,2014,NA,NA,NA,NA,NA,NA,NA,2014,NA,"mt",NA,NA,NA,NA
"120","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2017,2016,2016,NA,NA,NA,NA,NA,NA,NA,2016,NA,"mt",NA,NA,NA,NA
"121","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2019,2018,2018,NA,NA,NA,NA,NA,NA,NA,2018,NA,"Metric Tons",NA,NA,NA,NA
"122","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine",2021,2019,2019,NA,NA,NA,NA,NA,NA,NA,2019,NA,"Metric Tons",NA,NA,NA,NA
"123","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2005,2004,2004,25,NA,NA,NA,NA,NA,NA,2004,288,"Metric Tons",2700,5400,0.10700000077486,0.0529999993741512
"124","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2008,2007,2007,0.0649999976158142,0.0700000002980232,0.0700000002980232,0.929000020027161,0.929000020027161,NA,NA,2007,1300,"mt",24500,49000,0.0529999993741512,0.0270000007003546
"125","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2012,2010,2010,0.0320000015199184,0.0729999989271164,0.0729999989271164,0.437999993562698,0.437999993562698,NA,NA,2010,1662,"mt",24500,49000,0.068000003695488,0.034000001847744
"126","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2015,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2018,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2019,2018,2018,156.399993896484,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
"129","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2020,2019,2019,134,NA,NA,NA,NA,NA,NA,2019,0.829999983310699,"Rate",NA,NA,NA,NA
"130","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northwestern Atlantic Coast",2022,2021,2021,185,NA,NA,NA,NA,NA,NA,2021,0.870000004768372,"Rate",NA,NA,NA,NA
"131","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2006,2005,2005,0.109999999403954,0.310000002384186,0.310000002384186,0.349999994039536,0.349999994039536,NA,NA,2005,1040000,"mt",314500,629000,3.30999994277954,1.64999997615814
"132","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2009,2008,2008,0.140000000596046,0.270000010728836,0.270000010728836,0.518999993801117,0.518999993801117,NA,NA,2008,652000,"mt",335300,670600,1.94500005245209,0.972000002861023
"133","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2012,2011,2011,0.140000000596046,0.270000010728836,0.270000010728836,0.518999993801117,0.518999993801117,NA,NA,2011,517930,"Metric Tons",78500,157000,6.59800004959106,3.29900002479553
"134","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2015,2014,2014,0.159999996423721,0.239999994635582,0.239999994635582,0.666999995708466,0.666999995708466,NA,NA,2014,622991,"Metric Tons",155572,311145,4.00500011444092,2.00200009346008
"135","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2018,2017,2017,0.449999988079071,0.509999990463257,0.509999990463257,0.882000029087067,0.882000029087067,NA,NA,2017,141473,"Metric Tons",94500,189000,1.49699997901917,0.749000012874603
"136","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2020,2019,2019,0.252999991178513,0.540000021457672,0.540000021457672,0.467999994754791,0.467999994754791,NA,NA,2019,77883,"Metric Tons",134500,269000,0.578999996185303,0.28999999165535
"137","Atlantic herring - Northwestern Atlantic Coast","NEFMC","Atlantic Herring","NEFSC","Northwestern Atlantic Coast",2022,2021,2021,0.152999997138977,0.5,0.5,0.305999994277954,0.305999994277954,NA,NA,2021,39091,"Metric Tons",92875,185750,0.421000003814697,0.209999993443489
"138","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2004,2003,2003,0,NA,NA,NA,NA,NA,NA,2003,603,"Number of Fish",NA,NA,NA,NA
"139","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2016,2015,2014,0.108000002801418,0,0,0,0,0,0,2015,921,"adult spawners (hatchery + natural)",3000,6000,0.293999999761581,0.146999999880791
"140","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2017,2016,2016,0,0,0,0,0,0,0,2016,626,"adult spawners (hatchery + natural)",3000,6000,0.293999999761581,0.146999999880791
"141","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2019,2018,NA,NA,NA,NA,NA,NA,NA,NA,2018,869,"Adult Salmon",NA,NA,NA,NA
"142","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2020,2019,NA,NA,NA,NA,NA,NA,NA,NA,2019,1528,"Adult Salmon",NA,NA,NA,NA
"143","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2021,2020,NA,NA,NA,NA,NA,NA,NA,NA,2020,1715,"Adult Salmon",NA,NA,NA,NA
"144","Atlantic salmon - Gulf of Maine","NEFMC","Atlantic Salmon","NEFSC","Gulf of Maine",2022,2021,NA,NA,NA,NA,NA,NA,NA,NA,2021,680,"Adult Salmon",NA,NA,NA,NA
"145","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2009,2007,2007,0.158000007271767,0.185000002384186,0.185000002384186,0.853999972343445,0.853999972343445,NA,NA,2007,562,"mt",874,1747,0.64300000667572,0.321999996900558
"146","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2012,2010,2010,0.0700000002980232,0.330000013113022,0.330000013113022,0.211999997496605,0.211999997496605,NA,NA,2010,505,"mt",878,1756,0.574999988079071,0.287999987602234
"147","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2015,2014,2014,0.00300000002607703,0.243000000715256,0.243000000715256,0.0120000001043081,0.00999999977648258,NA,NA,2014,638,"mt",832,1663,0.767000019550323,0.379999995231628
"148","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2017,2016,2016,0.0020000000949949,0.219999998807907,0.219999998807907,0.00899999961256981,0.00899999961256981,NA,NA,2016,652,"mt",806,1612,0.809000015258789,0.404000014066696
"149","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2020,2019,2019,0.00499999988824129,0.200000002980232,0.200000002980232,0.025000000372529,0.025000000372529,NA,NA,2019,676,"Metric Tons",771.5,1543,0.875999987125397,0.437999993562698
"150","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Gulf of Maine / Georges Bank",2022,2021,2021,0.00400000018998981,0.19200000166893,0.19200000166893,0.0209999997168779,0.0209999997168779,NA,NA,2021,690,"Metric Tons",754.5,1509,0.915000021457672,0.456999987363815
"151","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2006,2005,2005,NA,NA,NA,NA,NA,NA,NA,2005,0.959999978542328,"kg/tow",0.810000002384186,1.62000000476837,1.18499994277954,0.592999994754791
"152","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2008,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,1.01999998092651,"kg/tow",0.810000002384186,1.62000000476837,1.25899994373322,0.629999995231628
"153","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2009,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,1.01999998092651,"kg/tow",0.810000002384186,1.62000000476837,1.25899994373322,0.629999995231628
"154","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2011,2010,2010,10.1000003814697,-30,NA,9999,NA,NA,NA,2010,1.11000001430511,"kg/tow",0.810000002384186,1.62000000476837,1.37000000476837,0.685000002384186
"155","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2012,2011,2011,-2.79999995231628,-30,NA,0.0930000022053719,NA,NA,NA,2011,1.08000004291534,"kg/tow",0.779999971389771,1.57000005245209,1.38499999046326,0.688000023365021
"156","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2013,2012,2012,12.6000003814697,-30,NA,9999,NA,NA,NA,2012,1.22000002861023,"kg/tow",0.779999971389771,1.57000005245209,1.56400001049042,0.77700001001358
"157","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2014,2013,2013,-1,-30,NA,0.0329999998211861,NA,NA,NA,2013,1.21000003814697,"kg/tow",0.779999971389771,1.57000005245209,1.55099999904633,0.771000027656555
"158","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2015,2014,2014,16.5,-30,NA,9999,NA,NA,NA,2014,1.4099999666214,"kg/tow",0.779999971389771,1.57000005245209,1.80799996852875,0.898000001907349
"159","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2016,2015,2015,12.8999996185303,-30,NA,-0.430000007152557,NA,NA,NA,2015,1.5900000333786,"kg/tow",0.779999971389771,1.57000005245209,2.03800010681152,1.01300001144409
"160","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2017,2016,2016,0.5,NA,NA,NA,NA,NA,NA,2016,1.60000002384186,"kg/tow",0.779999971389771,1.57000005245209,2.05100011825562,1.01900005340576
"161","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2018,2017,2017,-0.699999988079071,-30,NA,-999,NA,NA,NA,2017,1.5900000333786,"kg/tow",0.779999971389771,1.57000005245209,2.03800010681152,1.01300001144409
"162","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2019,2018,2018,15.3000001907349,-30,NA,-999,NA,NA,NA,2018,1.80999994277954,"kg/tow",0.779999971389771,1.57000005245209,2.32100009918213,1.15299999713898
"163","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2020,2019,2019,11.3999996185303,-30,NA,0,NA,NA,NA,2019,2.01999998092651,"kg/tow",0.779999971389771,1.57000005245209,2.58999991416931,1.28699994087219
"164","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2022,2021,2021,-24.7999992370605,-30,NA,0,NA,NA,NA,2021,1.51999998092651,"kg/tow",0.779999971389771,1.57000005245209,1.94900000095367,0.967999994754791
"165","Barndoor skate - Georges Bank / Southern New England","NEFMC","Northeast Skate Complex","NEFSC","Georges Bank / Southern New England",2023,2022,2022,10.1999998092651,-30,NA,0,NA,NA,NA,2022,1.67999994754791,"kg/tow",0.779999971389771,1.57000005245209,2.15400004386902,1.07000005245209
"166","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2006,2005,2005,NA,NA,NA,NA,NA,NA,NA,2005,0.629999995231628,"kg/tow",0.280000001192093,0.560000002384186,2.25,1.125
"167","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2008,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,1.03999996185303,"kg/tow",0.379999995231628,0.769999980926514,2.73699998855591,1.35099995136261
"168","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2009,2008,2008,NA,NA,NA,NA,NA,NA,NA,2008,1.03999996185303,"kg/tow",0.379999995231628,0.769999980926514,2.73699998855591,1.35099995136261
"169","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2011,2010,2010,-7.5,-30,NA,0.170000001788139,NA,NA,NA,2010,1.10000002384186,"kg/tow",0.379999995231628,0.769999980926514,2.89499998092651,1.42900002002716
"170","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2012,2011,2011,3,-40,NA,-0.0750000029802322,NA,NA,NA,2011,0.959999978542328,"kg/tow",0.330000013113022,0.660000026226044,2.90899991989136,1.45500004291534
"171","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2013,2012,2012,1.29999995231628,-40,NA,9999,NA,NA,NA,2012,0.970000028610229,"kg/tow",0.330000013113022,0.660000026226044,2.93899989128113,1.47000002861023
"172","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2014,2013,2013,3.09999990463257,-40,NA,9999,NA,NA,NA,2013,1.00999999046326,"kg/tow",0.330000013113022,0.660000026226044,3.06100010871887,1.52999997138977
"173","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2015,2014,2014,-23.2999992370605,-40,NA,0.583000004291534,NA,NA,NA,2014,0.769999980926514,"kg/tow",0.330000013113022,0.660000026226044,2.33299994468689,1.16700005531311
"174","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2016,2015,2015,-4.80000019073486,-40,NA,0.119999997317791,NA,NA,NA,2015,0.730000019073486,"kg/tow",0.330000013113022,0.660000026226044,2.21199989318848,1.10000002384186
"175","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2017,2016,2016,-19.5,-40,NA,0.488000005483627,NA,NA,NA,2016,0.589999973773956,"kg/tow",0.330000013113022,0.660000026226044,1.78799998760223,0.893999993801117
"176","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2019,2018,2018,3.09999990463257,-40,NA,9999,NA,NA,NA,2018,0.610000014305115,"kg / tow",0.330000013113022,0.660000026226044,1.84800004959106,0.924000024795532
"177","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2020,2019,2019,73.0999984741211,-40,NA,0,NA,NA,NA,2019,1.04999995231628,"kg / tow",0.330000013113022,0.660000026226044,3.18199992179871,1.59099996089935
"178","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2022,2021,2021,4.40000009536743,-40,NA,0,NA,NA,NA,2021,1.10000002384186,"kg / tow",0.330000013113022,0.660000026226044,3.33299994468689,1.66700005531311
"179","Clearnose skate - Southern New England / Mid-Atlantic","NEFMC","Northeast Skate Complex","NEFSC","Southern New England / Mid-Atlantic",2023,2022,2022,-37.0999984741211,-40,NA,0.927999973297119,NA,NA,NA,2022,0.769999980926514,"kg/tow",48,0.959999978542328,0.0160000007599592,0.801999986171722
"180","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2013,2012,2012,0.159999996423721,NA,0.259999990463257,NA,0.615000009536743,NA,NA,2013,183600,"Metric Tons",NA,NA,NA,NA
"181","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2014,2013,2013,0.159999996423721,NA,0.259999990463257,NA,0.615000009536743,NA,NA,2014,160300,"Metric Tons",NA,NA,NA,NA
"182","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2015,2014,2014,0.230000004172325,NA,0.259999990463257,NA,0.884999990463257,NA,NA,2014,117000,"mt",NA,NA,NA,NA
"183","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2016,2015,2014,0.230000004172325,NA,0.259999990463257,NA,0.884999990463257,NA,NA,2016,455806,"mt",NA,NA,NA,NA
"184","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2017,2016,2016,0.100000001490116,NA,0.259999990463257,NA,0.384999990463257,NA,NA,2017,274482,"mt",NA,NA,NA,NA
"185","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2019,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2020,2019,2019,594,0.699999988079071,NA,848.570983886719,NA,NA,NA,2019,61.0999984741211,"Thousand Metric Tons",NA,NA,NA,NA
"187","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2021,2020,2020,672,NA,NA,NA,NA,16200,0.0410000011324883,2021,91824,"Metric Tons",NA,14100,NA,6.51200008392334
"188","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2022,2021,2021,0.759999990463257,0.367000013589859,0.367000013589859,2.07100009918213,2.07100009918213,NA,NA,2021,15351,"Metric Tons",NA,NA,NA,NA
"189","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Eastern Georges Bank",2023,2022,2022,0.529999971389771,0.367000013589859,0.367000013589859,1.44400000572205,1.44400000572205,NA,NA,2022,26867,"Metric Tons",NA,NA,NA,NA
"190","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2005,2004,2004,0.239999994635582,0.263000011444092,0.263000011444092,0.912999987602234,0.912999987602234,NA,NA,2004,116800,"Metric Tons",125200,250300,0.933000028133392,0.467000007629395
"191","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2008,2007,2007,0.230000004172325,0.349999994039536,0.349999994039536,0.657000005245209,0.657000005245209,NA,NA,2007,315975,"mt",79437,158873,3.9779999256134,1.9889999628067
"192","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2012,2010,2010,0.180000007152557,0.389999985694885,0.389999985694885,0.462000012397766,0.462000012397766,NA,NA,2010,167279,"mt",62450,124900,2.67899990081787,1.33899998664856
"193","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2015,2014,2014,0.24099999666214,0.389999985694885,0.389999985694885,0.620000004768372,0.620000004768372,NA,NA,2014,150053,"mt",54150,108300,2.77099990844727,1.38999998569489
"194","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2017,2016,2016,0.308999985456467,0.349999994039536,0.349999994039536,0.883000016212463,0.883000016212463,NA,NA,2016,290324,"mt",52156,104312,5.56599998474121,2.78299999237061
"195","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Georges Bank",2019,2018,2018,0.0610000006854534,0.330000013113022,0.330000013113022,0.185000002384186,0.185000002384186,NA,NA,2018,507130,"Metric Tons",67462,138924,7.51700019836426,3.65000009536743
