COMNAME,SVSPP,ITISSPP,NESPP3,SCINAME,Fed_Managed,SOE_17,EMAX,RPATH,SOE_18,SizeCat,Min_size,Garrison_Link,NEIEA
"SHRIMP,SCARLET",NA,96074,734,ARISTAEOPSIS EDWARDSIANA,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
"SHRIMP,UNC (CARIDEA)",NA,96106,735,CARIDEA,NA,Other,NA,OtherShrimp,Other,NA,NA,NA,NA
SILK SNAPPER,593,168861,336,LUTJANUS VIVANUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SILKY SHARK,355,160310,485,CARCHARHINUS FALCIFORMIS,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SILVER ANCHOVY,865,161830,NA,ENGRAULIS EURYSTOLE,NA,Other,NA,SmPelagics,Other,NA,NA,NA,NA
SILVER HAKE,72,164791,509,MERLUCCIUS BILINEARIS,NEFMC,Piscivore,Piscivore Gadiformes,SilverHake,Piscivore,S,10,Shrimp/Small Fish Eaters,Groundfish
SILVER HAKE,72,164791,509,MERLUCCIUS BILINEARIS,NEFMC,Piscivore,Piscivore Gadiformes,SilverHake,Piscivore,M,21,Shrimp/Small Fish Eaters,Groundfish
SILVER HAKE,72,164791,509,MERLUCCIUS BILINEARIS,NEFMC,Piscivore,Piscivore Gadiformes,SilverHake,Piscivore,L,41,Piscivores,Groundfish
SILVER HATCHETFISH,250,162215,NA,ARGYROPELECUS ACULEATUS,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SILVER JENNY,599,169016,NA,EUCINOSTOMUS GULA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SILVER PERCH,148,169259,NA,BAIRDIELLA CHRYSOURA,NA,Other,Benthivore Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SILVER PORGY,638,169193,NA,DIPLODUS ARGENTEUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SILVER RAG,213,172537,NA,ARIOMMA BONDI,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SILVER SEATROUT,646,169240,NA,CYNOSCION NOTHUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SILVERSIDE UNCL,423,165984,363,ATHERINIDAE,NA,Other,NA,SmPelagics,Other,NA,NA,NA,Forage Fish
SILVERSIDES,NA,630579,363,ATHERINOPSIDAE,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SILVERSTRIPE HALFBEAK,66,165474,NA,HYPORHAMPHUS UNIFASCIATUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
SIMONYS FROSTFISH,239,172380,NA,BENTHODESMUS SIMONYI,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SINGLESPOT FROGFISH,446,164525,NA,ANTENNARIUS RADIOSUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
"SKATE,SHORTTAIL",NA,564207,378,AMBLYRAJA JENSENI,NA,Other,NA,OtherSkates,Other,NA,NA,NA,NA
SKATES,NA,160845,365,RAJIDAE,NA,Other,NA,OtherSkates,Other,NA,NA,NA,NA
"SKATES,LITTLE/WINTER MIXED",NA,564037,373,LEUCORAJA,NA,Other,NA,OtherSkates,Other,NA,NA,NA,NA
SKILLETFISH,881,164460,NA,GOBIESOX STRUMOSUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SKIPJACK TUNA,128,172401,466,KATSUWONUS PELAMIS,NA,Other,NA,LargePelagics,Other,NA,NA,NA,NA
SLENDER LIGHTFISH,244,162193,NA,VINCIGUERRIA ATTENUATA,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SLENDER SEAROBIN,763,167006,NA,PERISTEDION GRACILE,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SLENDER SNIPE EEL,67,161624,NA,NEMICHTHYS SCOLOPACEUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SLENDER TONGUEFISH,821,173065,NA,SYMPHURUS MARGINATUS,NA,Other,Southern Pleuronectiformes,SmFlatfishes,Other,NA,NA,NA,NA
SLICKHEADS,39,162303,NA,ALEPOCEPHALIDAE,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SLIPPERY DICK,677,170503,NA,HALICHOERES BIVITTATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SLOPE HATCHETFISH,251,622357,NA,POLYIPNUS CLARUS,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SMALLEYE HAMMERHEAD SHARK,365,160519,NA,SPHYRNA TUDES,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SMALLMOUTH FLOUNDER,117,172730,NA,ETROPUS MICROSTOMUS,NA,Other,Benthivore Pleuronectiformes,SmFlatfishes,Other,NA,NA,NA,NA
SMALLTAIL SHARK,932,160340,NA,CARCHARHINUS POROSUS,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
SMELTS,NA,162028,371,OSMERIDAE,NA,Other,NA,SmallPelagics,Other,NA,NA,NA,Forage Fish
SMOOTH ASTARTE,420,80801,NA,ASTARTE CASTANEA,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SMOOTH BUTTERFLY RAY,376,160962,NA,GYMNURA MICRURA,NA,Other,Southern Elasmobranchs,Rays,Other,NA,NA,NA,NA
SMOOTH DOGFISH,13,160230,351,MUSTELUS CANIS,NA,Macrozoo-piscivore,Piscivore Elasmobranchs,SmoothDogfish,Benthivore,M,41,Crab Eaters,Elasmobranchs
SMOOTH DOGFISH,13,160230,351,MUSTELUS CANIS,NA,Macrozoo-piscivore,Piscivore Elasmobranchs,SmoothDogfish,Benthivore,L,61,Crab Eaters,Elasmobranchs
SMOOTH HAMMERHEAD SHARK,366,160505,479,SPHYRNA ZYGAENA,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
SMOOTH PUFFER,195,173285,431,LAGOCEPHALUS LAEVIGATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SMOOTH SKATE,27,564151,369,MALACORAJA SENTA,NEFMC,Macrozoo-piscivore,Benthivore Elasmobranchs,OtherSkates,Piscivore,M,31,Shrimp/Small Fish Eaters,Elasmobranchs
SMOOTH TRUNKFISH,841,173239,NA,LACTOPHRYS TRIQUETER,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SMOOTHHEAD SCORPIONFISH,755,166817,NA,SCORPAENA CALCARATA,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
"SNAIL,SLIPPER LIMPET",NA,72623,764,Crepidula fornicata,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,BenthicInvert
SNAILS(CONCHS),NA,72554,775,STROMBIDAE,NA,Benthos,NA,Macrobenthos,Benthos,NA,NA,NA,BenthicInvert
SNAKE EEL UNCL,425,161419,NA,OPHICHTHIDAE,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SNAKE MACKEREL,874,172360,NA,GEMPYLUS SERPENS,NA,Other,Southern Perciformes,Mesopelagics,Other,NA,NA,NA,NA
SNAKE MACKEREL UNCL,822,172378,NA,TRICHIURIDAE,NA,Other,Southern Perciformes,Mesopelagics,Other,NA,NA,NA,NA
SNAKEBLENNY,182,171588,NA,LUMPENUS LUMPRETAEFORMIS,NA,Other,Benthivore Perciformes,OtherDemersals,Other,NA,NA,NA,NA
SNAKEFISH,439,162420,NA,TRACHINOCEPHALUS MYOPS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
"SNAKEHEAD,NORTHERN",NA,166680,392,CHANNA ARGUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SNAPPER EEL,879,161553,NA,ECHIOPHIS PUNCTIFER,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SNAPPER UNCL,597,168845,336,LUTJANIDAE,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
"SNAPPER,CUBERA",NA,168847,336,LUTJANUS CYANOPTERUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SNOW CRAB,325,98428,718,CHIONOECETES OPILIO,NA,Other,NA,Megabenthos,Other,NA,NA,NA,BenthicInvert
SNOWY GROUPER,537,167705,146,EPINEPHELUS NIVEATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SNUBNOSE EEL,64,161594,NA,SIMENCHELYS PARASITICA,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SOUTHERN EAGLE RAY,378,160982,NA,MYLIOBATIS GOODEI,NA,Other,Southern Elasmobranchs,Rays,Other,NA,NA,NA,NA
SOUTHERN FLOUNDER,789,172738,130,PARALICHTHYS LETHOSTIGMA,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SOUTHERN HAKE,455,164737,661,UROPHYCIS FLORIDANA,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SOUTHERN KINGFISH,652,169274,NA,MENTICIRRHUS AMERICANUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SOUTHERN PUFFER,844,173297,NA,SPHOEROIDES NEPHELUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SOUTHERN QUAHOG,411,81499,NA,MERCENARIA CAMPECHIENSIS,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SOUTHERN QUAHOG CLAPPER,412,NA,NA,MERCENARIA CAMPECHIENSIS CLAPPER,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SOUTHERN STARGAZER,699,171056,NA,ASTROSCOPUS Y-GRAECUM,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SOUTHERN STINGRAY,29,160951,NA,DASYATIS AMERICANA,NA,Other,Benthivore Elasmobranchs,Rays,Other,NA,NA,NA,NA
SPADEFISH,NA,169537,381,EPHIPPIDAE,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SPANISH MACKEREL,745,172436,384,SCOMBEROMORUS MACULATUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
SPANISH SARDINE,429,161763,172,SARDINELLA AURITA,NA,Other,NA,SmPelagics,Other,NA,NA,NA,Forage Fish
SPANISH SLIPPER LOBSTER,303,97676,NA,SCYLLARIDES AEQUINOCTIALIS,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SPEARFISH REMORA,565,168572,NA,REMORA BRACHYPTERA,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
"SPEARFISH,ROUNDSCALE",NA,646756,400,TETRAPTURUS GEORGII,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SPEARFISHES,NA,172498,401,TETRAPTURUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SPECKLED HIND,532,167698,29,EPINEPHELUS DRUMMONDHAYI,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPECKLED SWIMMING CRAB,518,98691,NA,ARENAEUS CRIBRARIUS,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SPECKLED WORM EEL,393,161453,NA,MYROPHIS PUNCTATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SPIDER CRAB UNCL,317,98417,715,MAJIDAE,NA,Benthivore,NA,Macrobenthos,Benthivore,NA,NA,NA,BenthicInvert
SPINNER SHARK,931,160401,488,CARCHARHINUS BREVIPINNA,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
SPINY BUTTERFLY RAY,375,160961,NA,GYMNURA ALTAVELA,NA,Other,Southern Elasmobranchs,Rays,Other,NA,NA,NA,NA
SPINY DOGFISH,15,160617,352,SQUALUS ACANTHIAS,JOINT,Piscivore,Piscivore Elasmobranchs,SpinyDogfish,Piscivore,S,10,Planktivores,Elasmobranchs
SPINY DOGFISH,15,160617,352,SQUALUS ACANTHIAS,JOINT,Piscivore,Piscivore Elasmobranchs,SpinyDogfish,Piscivore,M,41,Planktivores,Elasmobranchs
SPINY DOGFISH,15,160617,352,SQUALUS ACANTHIAS,JOINT,Piscivore,Piscivore Elasmobranchs,SpinyDogfish,Piscivore,L,61,Piscivores,Elasmobranchs
SPINY FLOUNDER,784,172779,NA,ENGYOPHRYS SENTA,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SPINY LEBBEID,293,96787,NA,LEBBEUS GROENLANDICUS,NA,Other,NA,OtherShrimps,Other,NA,NA,NA,NA
SPINY SEAROBIN,764,166978,NA,PRIONOTUS ALATUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPINYCHEEK SCORPIONFISH,751,166794,NA,NEOMERINTHE HEMINGWAYI,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPINYCHEEK SOLDIERFISH,477,166251,NA,CORNIGER SPINOSUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SPINYTAIL SKATE,371,160932,377,BATHYRAJA SPINICAUDA,NA,Other,Southern Elasmobranchs,OtherSkates,Other,NA,NA,NA,NA
SPOON-NOSE EEL UNCL,399,161550,NA,ECHIOPHIS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SPOONARM OCTOPUS,512,82636,NA,BATHYPOLYPUS ARCTICUS,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,NA
SPOT,149,169267,406,LEIOSTOMUS XANTHURUS,NA,Other,Benthivore Perciformes,SouthernDemersals,Other,NA,NA,NA,Mid-Atlantic groundfish
SPOTFIN BUTTERFLYFISH,662,169556,NA,CHAETODON OCELLATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTFIN DRAGONET,735,171740,NA,FOETOREPUS AGASSIZI,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTFIN FLOUNDER,783,172777,NA,CYCLOPSETTA FIMBRIATA,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SPOTFIN FLYINGFISH,464,165438,NA,CYPSELURUS FURCATUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
SPOTFIN HOGFISH,673,170483,NA,BODIANUS PULCHELLUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTFIN MOJARRA,872,169015,NA,EUCINOSTOMUS ARGENTEUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTAIL PINFISH,639,169192,526,DIPLODUS HOLBROOKII,NA,Other,Southern Perciformes,Freshwater,Other,NA,NA,NA,NA
SPOTTAIL TONGUEFISH,827,173071,NA,SYMPHURUS UROSPILUS,NA,Other,Southern Pleuronectiformes,SmFlatfishes,Other,NA,NA,NA,NA
SPOTTED BURRFISH,848,173387,NA,CHILOMYCTERUS ATINGA,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED DRIFTFISH,748,172540,NA,ARIOMMA REGULUS,NA,Other,Southern Perciformes,Mesopelagics,Other,NA,NA,NA,NA
SPOTTED DRUM,649,169317,NA,EQUETUS PUNCTATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED EAGLE RAY,271,160978,NA,AETOBATUS NARINARI,NA,Other,NA,Rays,Other,NA,NA,NA,NA
SPOTTED GOATFISH,656,169421,NA,PSEUDUPENEUS MACULATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED HAKE,78,164731,662,UROPHYCIS REGIA,NA,Other,Benthivore Gadiformes,OtherDemersals,Other,S,10,Amphipod/Shrimp Eaters,Other
SPOTTED HAKE,78,164731,662,UROPHYCIS REGIA,NA,Other,Benthivore Gadiformes,OtherDemersals,Other,M,21,Piscivores,Other
SPOTTED LANTERNFISH,55,162723,NA,MYCTOPHUM PUNCTATUM,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
SPOTTED MORAY,386,161188,NA,GYMNOTHORAX MORINGA,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED SCORPIONFISH,758,166825,NA,SCORPAENA PLUMIERI,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED SEATROUT,645,169239,345,CYNOSCION NEBULOSUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED SOAPFISH,895,167991,NA,RYPTICUS SUBBIFRENATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED SPOON-NOSE EEL,394,161551,NA,ECHIOPHIS INTERTINCTUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
SPOTTED TINSELFISH,617,166302,NA,XENOLEPIDICHTHYS DALGLEISHI,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED TRUNKFISH,837,173238,NA,LACTOPHRYS BICAUDALIS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
SPOTTED WHIFF,781,172724,NA,CITHARICHTHYS MACROPS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SPOTTEDFIN TONGUEFISH,798,173064,NA,SYMPHURUS DIOMEDIANUS,NA,Other,Southern Pleuronectiformes,SmFlatfishes,Other,NA,NA,NA,NA
SPREADFIN SKATE,370,564146,NA,DIPTURUS OLSENI,NA,Other,Southern Elasmobranchs,OtherSkates,Other,NA,NA,NA,NA
SQUID CUTTLEFISH AND OCTOPOD UNCL,501,82326,NA,CEPHALOPODA,NA,Benthivore,NA,OtherCephalopods,Benthivore,NA,NA,NA,NA
SQUIDS,NA,82367,807,TEUTHIDA,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,Forage Fish
"SQUIDS,LOLIGINIDAE",NA,82369,803,LOLIGINIDAE,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,Forage Fish
SQUIRRELFISH,478,166172,NA,HOLOCENTRUS ADSCENSIONIS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
SQUIRRELFISH UNCL,485,166170,24,HOLOCENTRIDAE,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,NA
STAR DRUM,655,169292,NA,STELLIFER LANCEOLATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
STARFISH,NA,156862,828,ASTEROIDEA,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,BenthicInvert
STARGAZER UNCL,857,171053,30,URANOSCOPIDAE,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
STIMPSON'S WHELK,346,73922,NA,COLUS STIMPSONI,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,NA
STINGRAYS,NA,160946,286,DASYATIDAE,NA,Other,NA,Rays,Other,NA,NA,NA,NA
STOUT BEARDFISH,264,166127,NA,POLYMIXIA NOBILIS,NA,Other,Benthivore Others,OtherDemersals,Other,NA,NA,NA,NA
STRAIGHTMOUTH TONGUEFISHES,221,173061,NA,SYMPHURUS,NA,Other,NA,Mesopelagics,Other,NA,NA,NA,NA
STREAMER BASS,546,167803,NA,HEMANTHIAS AUREORUBENS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
STREAMER SEAROBIN,761,166999,NA,BELLATOR EGRETTA,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
STRIATED ARGENTINE,856,162067,NA,ARGENTINA STRIATA,NA,Other,Southern Others,SmPelagics,Other,NA,NA,NA,NA
STRIATED FROGFISH,447,164556,NA,ANTENNARIUS STRIATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
STRIPED ANCHOVY,44,161838,NA,ANCHOA HEPSETUS,NA,Other,NA,SmPelagics,Other,NA,NA,NA,NA
STRIPED BASS,139,167680,418,MORONE SAXATILIS,NA,Piscivore,NA,StripedBass,Piscivore,NA,NA,NA,Medium pelagics
STRIPED BLENNY,729,171164,NA,CHASMODES BOSQUIANUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
STRIPED BONITO,938,172410,NA,SARDA ORIENTALIS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
STRIPED BURRFISH,198,173384,NA,CHILOMYCTERUS SCHOEPFI,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
STRIPED CUSK-EEL,188,164852,NA,OPHIDION MARGINATUM,NA,Other,Benthivore Gadiformes,OtherDemersals,Other,NA,NA,NA,NA
STRIPED GRUNT,878,169073,NA,HAEMULON STRIATUM,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
STRIPED KILLIFISH,474,165649,NA,FUNDULUS MAJALIS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
STRIPED MARLIN,942,172504,NA,TETRAPTURUS AUDAX,NA,Other,NA,LargePelagics,Other,NA,NA,NA,NA
STRIPED MULLET,689,170335,235,MUGIL CEPHALUS,NA,Other,NA,SouthernDemersals,Other,NA,NA,NA,Forage Fish
STRIPED SEAROBIN,172,166975,342,PRIONOTUS EVOLANS,NA,Benthivore,Benthivore Scorpaeniformes,OtherDemersals,Benthivore,NA,NA,NA,Other
"STURGEON,ATLANTIC",NA,553269,420,ACIPENSER OXYRINCHUS,NA,Other,NA,Sturgeon,Other,NA,NA,NA,NA
"STURGEONS,UNC",NA,161064,421,ACIPENSERIDAE,NA,Other,NA,Sturgeon,Other,NA,NA,NA,NA
SUCKERS,NA,163892,423,CATOSTOMIDAE,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
SUGAR KELP,NA,11222,833,LAMINARIA SACCHARINA,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
SUMMER FLOUNDER,103,172735,121,PARALICHTHYS DENTATUS,MAFMC,Piscivore,Piscivore Others,SummerFlounder,Piscivore,M,21,Piscivores,Groundfish
SUMMER FLOUNDER,103,172735,121,PARALICHTHYS DENTATUS,MAFMC,Piscivore,Piscivore Others,SummerFlounder,Piscivore,L,41,Piscivores,Groundfish
SUMMER FLOUNDERS,853,172734,126,PARALICHTHYS,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
SUNFISHES,NA,168093,426,CENTRARCHIDAE,NA,Other,NA,Freshwater,Other,NA,NA,NA,NA
SUNSHINEFISH,671,170082,NA,CHROMIS INSOLATA,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
SWIMMING CRAB UNCL,320,98689,NA,PORTUNIDAE,NA,Other,NA,Megabenthos,Other,NA,NA,NA,NA
SWORDFISH,700,172482,432,XIPHIAS GLADIUS,NA,Apex Predator,NA,LargePelagics,Apex Predator,NA,NA,NA,NA
TARPON,382,161116,435,MEGALOPS ATLANTICUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
TATTLER,552,167857,NA,SERRANUS PHOEBE,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
TAUTOG,177,170479,438,TAUTOGA ONITIS,NA,Benthivore,Benthivore Perciformes,OtherDemersals,Benthivore,NA,NA,NA,Other
TEN-RIDGED WHELK,345,74008,NA,NEPTUNEA DECEMCOSTATA,NA,Other,NA,Macrobenthos,Other,NA,NA,NA,NA
TERRAPIN,NA,173780,808,MALACLEMYS TERRAPIN,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
THORNY SKATE,28,564149,370,AMBLYRAJA RADIATA,NEFMC,Piscivore,Omnivore Elasmobranchs,OtherSkates,Piscivore,S,10,Benthivores,Elasmobranchs
THORNY SKATE,28,564149,370,AMBLYRAJA RADIATA,NEFMC,Piscivore,Omnivore Elasmobranchs,OtherSkates,Piscivore,M,31,Benthivores,Elasmobranchs
THORNY SKATE,28,564149,370,AMBLYRAJA RADIATA,NEFMC,Piscivore,Omnivore Elasmobranchs,OtherSkates,Piscivore,L,61,Piscivores,Elasmobranchs
THORNY SKATE,28,564149,370,AMBLYRAJA RADIATA,NEFMC,Piscivore,Omnivore Elasmobranchs,OtherSkates,Piscivore,XL,81,Piscivores,Elasmobranchs
THREE-EYE FLOUNDER,774,172754,NA,ANCYLOPSETTA DILECTA,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
THREEBEARD ROCKLING,85,164769,NA,GAIDROPSARUS ENSIS,NA,Other,Benthivore Gadiformes,OtherDemersals,Other,NA,NA,NA,NA
THREESPINE STICKLEBACK,115,166365,NA,GASTEROSTEUS ACULEATUS,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
THRESHER SHARK,925,159916,353,ALOPIAS VULPINUS,NA,Other,Southern Elasmobranchs,Sharks,Other,NA,NA,NA,NA
TIDEWATER SILVERSIDE,476,165993,NA,MENIDIA BERYLLINA,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
TIGER SHARK,358,160189,491,GALEOCERDO CUVIER,NA,Other,NA,Sharks,Other,NA,NA,NA,NA
TILEFISH,151,168546,446,LOPHOLATILUS CHAMAELEONTICEPS,MAFMC,Benthivore,Benthivore Perciformes,Tilefish,Benthivore,NA,NA,NA,Other
"TILEFISH,UNC",NA,168537,447,MALACANTHIDAE,NA,Other,NA,Tilefish,Other,NA,NA,NA,NA
TOADFISHES,NA,164412,451,BATRACHOIDIDAE,NA,Other,NA,OtherDemersals,Other,NA,NA,NA,NA
TOMTATE,627,169058,149,HAEMULON AUROLINEATUM,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
TRASH,998,NA,NA,TRASH SPECIES IN CATCH,NA,Other,NA,Fauna,Other,NA,NA,NA,NA
TRIGGERFISH FILEFISH UNCL,820,173128,456,BALISTIDAE,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
TRIPLETAIL,598,169007,459,LOBOTES SURINAMENSIS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
TRUMPETFISH,119,166411,NA,AULOSTOMUS MACULATUS,NA,Other,NA,OtherPelagics,Other,NA,NA,NA,NA
TRUNKFISH,840,173237,NA,LACTOPHRYS TRIGONUS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
"TUNA,UNC",NA,172418,465,THUNNUS,NA,Other,NA,HMS,Other,NA,NA,NA,NA
"TURTLE,KEMPS RIDLEY",NA,551770,810,LEPIDOCHELYS KEMPI,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
"TURTLE,OLIVE RIDLEY",NA,173840,818,LEPIDOCHELYS OLIVACEA,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
"TURTLES,SLIDERS",NA,173803,811,PSEUDEMYS,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
"TURTLES,SNAPPING",NA,173752,815,CHELYDRA SERPENTINA,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
"TURTLES,UNC",NA,173749,816,TESTUDINES,NA,Other,NA,Turtles,Other,NA,NA,NA,NA
TWOSPOT CARDINALFISH,559,168207,NA,APOGON PSEUDOMACULATUS,NA,Other,Southern Perciformes,SouthernDemersals,Other,NA,NA,NA,NA
TWOSPOT FLOUNDER,873,172762,NA,BOTHUS ROBINSI,NA,Other,Southern Pleuronectiformes,OtherFlatfish,Other,NA,NA,NA,NA
UNCLASSIFIED FISH,0,NA,NA,UNIDENTIFIED FISH,NA,Other,NA,NA,Other,NA,NA,NA,NA
UNICORN FILEFISH,831,173133,NA,ALUTERUS MONOCEROS,NA,Other,Southern Others,SouthernDemersals,Other,NA,NA,NA,NA
UNICORN OCTOPUS,513,82652,NA,SCAEURGUS UNICIRRHUS,NA,Other,NA,OtherCephalopods,Other,NA,NA,NA,NA
