year,GEO_ID2,SUMLEVEL,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,ComEng,ComRel,RecEng,RecRel,RecEng_ct,RecRel_ct,ComEng_ct,ComRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,2529055,160,Northeast,New England,MA,"Harwich Center, MA",Harwich Center,"Harwich Center CDP, Massachusetts","1,419",-0.496,-0.511,-1.067,1.038, NA,2.253,1.353,-0.377,1.086,0.935,-0.232,-0.163,low,low,high,med high,low,low,low,high,NA,high,high,low
2022,2529090,160,Northeast,New England,MA,"Harwich Port, MA",Harwich Port,"Harwich Port CDP, Massachusetts","2,252",-0.595,-0.514,-0.579,0.947,0.236,-0.521,1.266,-0.235,0.577,0.552,2.46,2.883,high,high,med high,med high,low,low,low,med high,med,low,high,low
2022,2529405,160,Northeast,New England,MA,"Haverhill, MA",Haverhill,"Haverhill city, Massachusetts","67,273",0.096,0.695,0.23,-0.762,0.104,-0.094,-0.714,0.455,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,med high,med,low,med,low,low,med
2022,2530175,160,Northeast,New England,MA,"Hingham, MA",Hingham,"Hingham CDP, Massachusetts","5,606",-0.681,-0.091,-0.264,-0.354,-1.208,0.935,-0.497,1.106,0.079,-0.076,-0.232,-0.163,low,low,med,low,low,low,low,low,low,med high,low,high
2022,2530420,160,Northeast,New England,MA,"Holbrook, MA",Holbrook,"Holbrook CDP, Massachusetts","11,338",-0.128,-0.006,-0.414,-0.526,-0.097,0.485,-0.239,0.358,0.069,-0.102,-0.232,-0.163,low,low,med,low,low,low,low,low,low,med,low,med
2022,2531680,160,Northeast,New England,MA,"Hull, MA",Hull,"Hull CDP, Massachusetts","10,116",-0.563,-0.661,-0.556,-0.781,-0.374,0.313,-0.245,0.679,0.421,-0.051,0.103,-0.111,med,low,med,low,low,low,low,low,low,med,low,med high
2022,2532275,160,Northeast,New England,MA,"Ipswich, MA",Ipswich,"Ipswich CDP, Massachusetts","4,872",-0.627,-0.489,-0.768,-0.942,-0.143,0.34,-1.088,0.564,0.399,0.033,-0.215,-0.154,low,low,med,med,low,low,low,low,low,med,low,med high
2022,2533185,160,Northeast,New England,MA,"Kingston, MA",Kingston,"Kingston CDP, Massachusetts","6,090",-0.838,-0.735,-0.666,-0.796,-0.123,0.512,-0.314,0.241,-0.108,-0.096,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med high,low,med
2022,2534550,160,Northeast,New England,MA,"Lawrence, MA",Lawrence,"Lawrence city, Massachusetts","88,067",1.309,6.07,1.539,-0.802,0.282,1.111,-1.137,1.3,-0.168,-0.12,-0.232,-0.163,low,low,low,low,high,high,high,low,med,high,low,high
2022,2537490,160,Northeast,New England,MA,"Lynn, MA",Lynn,"Lynn city, Massachusetts","100,653",0.622,3.412,0.578,-0.586,0.035,1.004,-0.701,1.116,-0.123,-0.119,-0.088,-0.16,low,low,low,low,med high,high,med high,low,med,high,low,high
2022,2537595,160,Northeast,New England,MA,"Lynnfield, MA",Lynnfield,"Lynnfield CDP, Massachusetts","12,925",-0.682,-0.096,-0.424,-0.592,-1.283,0.107,-0.363,0.811,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med,low,med high
2022,2537735,160,Northeast,New England,MA,"Madaket, MA",Madaket,"Madaket CDP, Massachusetts",318,-1.336,-0.937,-0.985,0.252, NA, NA,0.545,0.198,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med,NA,NA,med high,med
2022,2538435,160,Northeast,New England,MA,"Marblehead, MA",Marblehead,"Marblehead CDP, Massachusetts","20,350",-0.944,-0.516,-0.757,-0.424,-1.109,0.101,-0.206,1.094,0.514,-0.072,-0.215,-0.161,low,low,med high,low,low,low,low,low,low,med,low,high
2022,2539730,160,Northeast,New England,MA,"Medfield, MA",Medfield,"Medfield CDP, Massachusetts","6,318",-0.709,-0.326,-0.638,-0.745,-1.003,-0.226,-0.67,0.603,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med high
2022,2540710,160,Northeast,New England,MA,"Methuen Town, MA",Methuen Town,"Methuen Town city, Massachusetts","52,812",-0.108,1.566,0.082,-0.496,-0.096,0.142,-0.372,0.52,-0.14,-0.119,-0.232,-0.163,low,low,low,low,low,high,med,low,low,med,low,med high
2022,2541725,160,Northeast,New England,MA,"Milton, MA",Milton,"Milton CDP, Massachusetts","28,450",-0.671,-0.401,-0.559,-0.708,-0.942,0.449,-0.51,0.858,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med,low,med high
2022,2542670,160,Northeast,New England,MA,"Monument Beach, MA",Monument Beach,"Monument Beach CDP, Massachusetts","3,024",-1.091,-0.536,-0.781,-0.223,-0.265,1.286,0.864,-0.015,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,high,med high,low
2022,2543615,160,Northeast,New England,MA,"Nahant, MA",Nahant,"Nahant CDP, Massachusetts","3,336",-0.654,-0.538,-0.648,-0.277,-0.533,0.037,0.268,0.823,0.337,0.039,-0.232,-0.163,low,low,med,med,low,low,low,low,low,med,med,med high
2022,2543755,160,Northeast,New England,MA,"Nantucket, MA",Nantucket,"Nantucket CDP, Massachusetts","10,479",-0.603,0.37,-0.694,-0.719,-1.344,0.639,-0.177,0.545,1.313,0.014,1.184,0.203,high,med,high,med,low,med,low,low,low,med high,low,med high
2022,2544140,160,Northeast,New England,MA,"Needham, MA",Needham,"Needham CDP, Massachusetts","31,957",-0.778,-0.389,-0.672,-0.541,-1.691,0.348,-0.516,1.125,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med,low,high
2022,2545000,160,Northeast,New England,MA,"New Bedford, MA",New Bedford,"New Bedford city, Massachusetts","100,620",0.948,1.029,0.842,-0.24,0.516,0.08,-0.535,0.554,32.932,0.708,0.169,-0.157,med,low,high,med high,med high,high,med high,low,med high,med,low,med high
2022,2545245,160,Northeast,New England,MA,"Newburyport, MA",Newburyport,"Newburyport city, Massachusetts","18,356",-0.581,-0.507,-0.543,-0.541,-0.463,0.578,-0.273,0.704,0.322,-0.057,3.284,0.292,high,med,med,low,low,low,low,low,low,med high,low,med high
2022,2546598,160,Northeast,New England,MA,"North Attleborough Town, MA",North Attleborough Town,"North Attleborough Town city, Massachusetts","30,750",-0.313,-0.392,-0.521,-0.954,0.107, NA,-0.733, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,med,NA,low,NA
2022,2547730,160,Northeast,New England,MA,"North Falmouth, MA",North Falmouth,"North Falmouth CDP, Massachusetts","2,318",-0.94,-0.398,-0.625,0.23, NA,0.633,0.281,0.122,0.045,-0.057,-0.193,-0.122,low,low,med,low,low,low,low,med,NA,med high,med,med
2022,2549700,160,Northeast,New England,MA,"Northwest Harwich, MA",Northwest Harwich,"Northwest Harwich CDP, Massachusetts","4,076",-0.128,-0.841,-0.576,0.325,-1.216,1.624,0.598,-0.321,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med,low,high,med high,low
2022,2550285,160,Northeast,New England,MA,"Norwood, MA",Norwood,"Norwood CDP, Massachusetts","31,343",-0.381,0.393,-0.245,-0.899,-0.301,0.023,-0.669,0.618,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,med,low,low,low,med,low,med high
2022,2552490,160,Northeast,New England,MA,"Peabody, MA",Peabody,"Peabody city, Massachusetts","54,204",-0.443,0.528,-0.323,-0.12,-0.194,-0.365,0.153,0.699,-0.151,-0.119,-0.232,-0.163,low,low,low,low,low,med high,low,low,low,low,med,med high
2022,2554450,160,Northeast,New England,MA,"Pocasset, MA",Pocasset,"Pocasset CDP, Massachusetts","2,627",-1.012,-0.736,-0.729,1.177, NA,0.777,1.217,0.054,-0.168,-0.12,-0.142,-0.082,low,low,low,low,low,low,low,high,NA,med high,high,med
2022,2555535,160,Northeast,New England,MA,"Provincetown, MA",Provincetown,"Provincetown CDP, Massachusetts","3,433",-0.234,0.042,0.615,-0.148,0.461,0.207,-0.157,0.167,1.295,0.794,1.637,1.403,high,high,high,med high,low,med,med high,low,med,med,low,med
2022,2555745,160,Northeast,New England,MA,"Quincy, MA",Quincy,"Quincy city, Massachusetts","100,981",0.004,0.8,0.212,-0.852,-0.153,0.866,-0.777,1.007,0.363,-0.114,0.092,-0.153,med,low,med,low,med,med high,med,low,low,med high,low,high
2022,2556000,160,Northeast,New England,MA,"Randolph, MA",Randolph,"Randolph Town city, Massachusetts","34,691",0.221,0.885,-0.094,-0.608,-0.394, NA,-0.454, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,med high,low,low,low,NA,low,NA
2022,2556585,160,Northeast,New England,MA,"Revere, MA",Revere,"Revere city, Massachusetts","60,577",0.327,3.692,0.418,-0.583,-0.085,1.086,-0.672,1.31,0.278,-0.115,-0.232,-0.163,low,low,med,low,med,high,med,low,low,high,low,high
2022,2558370,160,Northeast,New England,MA,"Rowley, MA",Rowley,"Rowley CDP, Massachusetts","1,642",-1.294,-0.545,-0.832,-0.71,-0.318,0.041,0.035,0.439,-0.097,-0.015,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med,med,med
2022,2558965,160,Northeast,New England,MA,"Sagamore, MA",Sagamore,"Sagamore CDP, Massachusetts","3,966",-0.69,-0.728,-0.681,-1.38,-0.356,0.354,-0.786,-0.095,0.258,-0.046,1.033,0.241,high,med,med,low,low,low,low,low,low,med,low,low
2022,2559105,160,Northeast,New England,MA,"Salem, MA",Salem,"Salem city, Massachusetts","44,541",-0.042,0.973,0.527,-0.838,-0.004,-0.189,-0.799,0.774,0.345,-0.109,-0.13,-0.157,low,low,med,low,low,med high,med high,low,low,low,low,med high
2022,2559210,160,Northeast,New England,MA,"Salisbury, MA",Salisbury,"Salisbury CDP, Massachusetts","5,269",-0.525,-0.565,-0.663,-0.272,0.239,-0.143,0.067,0.263,0.408,0.002,0.634,0.162,med high,med,med,med,low,low,low,low,med,low,med,med
2022,2560050,160,Northeast,New England,MA,"Saugus, MA",Saugus,"Saugus CDP, Massachusetts","28,566",-0.34,0.258,-0.084,-0.316,-0.34,0.246,-0.082,0.598,-0.11,-0.115,-0.232,-0.163,low,low,low,low,low,med,low,low,low,med,low,med high
2022,2560820,160,Northeast,New England,MA,"Sharon, MA",Sharon,"Sharon CDP, Massachusetts","5,983",-1.031,-0.446,-0.86,-0.85,-1.203,0.11,-0.669,0.507,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med,low,med high
2022,2561940,160,Northeast,New England,MA,"Siasconset, MA",Siasconset,"Siasconset CDP, Massachusetts",115,1.218,-0.947, NA,2.952, NA, NA,1.685,-0.432,-0.168,-0.12,-0.232,-0.163,low,low,low,low,high,low,NA,high,NA,NA,high,low
2022,2562465,160,Northeast,New England,MA,"Somerset, MA",Somerset,"Somerset CDP, Massachusetts","18,266",-0.504,-0.618,-0.698,-0.197,-0.046,0.125,0.151,0.349,-0.168,-0.12,-0.057,-0.14,low,low,low,low,low,low,low,low,low,med,med,med
2022,2563655,160,Northeast,New England,MA,"South Dennis, MA",South Dennis,"South Dennis CDP, Massachusetts","3,101",-0.531,-0.745,-0.579,0.077,0.306,0.774,0.481,-0.392,0.279,-0.011,-0.232,-0.163,low,low,med,low,low,low,low,med,med,med high,med,low
2022,2563690,160,Northeast,New England,MA,"South Duxbury, MA",South Duxbury,"South Duxbury CDP, Massachusetts","3,409",-0.859,-0.692,-0.943,-0.587,-1.695,-0.575,-0.482,0.708,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med high
2022,2568680,160,Northeast,New England,MA,"Swampscott, MA",Swampscott,"Swampscott CDP, Massachusetts","15,125",-0.531,0.213,-0.389,-0.804,-1.026,-0.117,-0.57,0.934,-0.049,-0.1,-0.232,-0.163,low,low,low,low,low,med,low,low,low,low,low,med high
2022,2569170,160,Northeast,New England,MA,"Taunton, MA",Taunton,"Taunton city, Massachusetts","59,436",0.279,0.04,0.425,-0.447,0.409,-0.097,-0.487,0.318,-0.161,-0.12,-0.232,-0.163,low,low,low,low,med,med,med,low,med,low,low,med
2022,2569205,160,Northeast,New England,MA,"Teaticket, MA",Teaticket,"Teaticket CDP, Massachusetts","1,561",-0.809,-0.538,-0.239,0.934,0.028,0.831,1.383,-0.029,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med high,med,med high,high,low
2022,2570115,160,Northeast,New England,MA,"Topsfield, MA",Topsfield,"Topsfield CDP, Massachusetts","2,799",-0.464,-0.014,-0.008,-0.447,-0.703,-0.47,0.168,0.449,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,med,med
2022,2572460,160,Northeast,New England,MA,"Walpole, MA",Walpole,"Walpole CDP, Massachusetts","6,373",-0.613,-0.09,-0.281,-0.54,-0.467,-0.227,-0.178,0.437,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med
2022,2574210,160,Northeast,New England,MA,"Wellesley, MA",Wellesley,"Wellesley CDP, Massachusetts","29,862",-0.829,-0.2,-0.721,0.069,-2.122,-0.492,-0.267,1.512,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med,low,low,low,high
2022,2575505,160,Northeast,New England,MA,"West Chatham, MA",West Chatham,"West Chatham CDP, Massachusetts","1,633",-0.184,-0.544,0.834,0.817, NA,-0.016,1.514,-0.185,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,med high,med high,NA,low,high,low
2022,2575820,160,Northeast,New England,MA,"West Dennis, MA",West Dennis,"West Dennis CDP, Massachusetts","2,732",-0.802,-0.229,-0.807,0.366,0.019,0.103,1.017,-0.336,-0.168,-0.12,-0.132,-0.074,low,low,low,low,low,low,low,med,med,med,high,low
2022,2575960,160,Northeast,New England,MA,"West Falmouth, MA",West Falmouth,"West Falmouth CDP, Massachusetts","1,793",-0.454,-0.706,-0.573,0.749, NA,-0.574,0.969,0.114,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med high,NA,low,med high,med
2022,2578972,160,Northeast,New England,MA,"Weymouth Town, MA",Weymouth Town,"Weymouth Town city, Massachusetts","57,300",-0.45,-0.189,-0.348,-0.667,-0.198, NA,-0.509,0.601,0.093,-0.115,0.043,-0.151,med,low,med,low,low,low,low,low,low,NA,low,med high
2022,2581005,160,Northeast,New England,MA,"Winthrop Town, MA",Winthrop Town,"Winthrop Town city, Massachusetts","19,031",-0.481,0.838,-0.166,-0.733,-0.42, NA,-0.459,1.088,-0.102,-0.111,0.304,-0.088,med,low,low,low,low,med high,low,low,low,NA,low,high
2022,2581245,160,Northeast,New England,MA,"Woods Hole, MA",Woods Hole,"Woods Hole CDP, Massachusetts",992,-0.192,-0.601,0.562,1.557,0.132,-2.012,1.82,0.338,-0.144,-0.042,-0.162,0.008,low,med,low,low,low,low,med high,high,med,low,high,med
2022,3317860,160,Northeast,New England,NH,"Derry, NH",Derry,"Derry CDP, New Hampshire","23,027",0.258,-0.355,0.043,-0.734,0.257,-0.386,-0.738,0.199,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,med,low,med,low,low,med
2022,3318820,160,Northeast,New England,NH,"Dover, NH",Dover,"Dover city, New Hampshire","32,849",-0.475,-0.454,-0.506,-0.861,0.073,0.629,-0.76,-0.034,-0.123,-0.117,-0.147,-0.158,low,low,low,low,low,low,low,low,med,med high,low,low
2022,3319620,160,Northeast,New England,NH,"Durham, NH",Durham,"Durham CDP, New Hampshire","10,789",-0.313,-0.736,-0.667,-0.001,-0.013,-0.355,-0.307,0.329,-0.165,-0.119,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med
2022,3324580,160,Northeast,New England,NH,"Epping, NH",Epping,"Epping CDP, New Hampshire","2,754",-0.477,-0.362,0.026,0.078,0.129,0.812,0.273,0.037,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,med,med,med,med high,med,med
2022,3325300,160,Northeast,New England,NH,"Exeter, NH",Exeter,"Exeter CDP, New Hampshire","9,918",-0.539,-0.476,-0.599,-0.944,0.534,-0.506,-0.425,0.191,-0.082,-0.1,-0.232,-0.163,low,low,low,low,low,low,low,low,med high,low,low,med
2022,3325940,160,Northeast,New England,NH,"Farmington, NH",Farmington,"Farmington CDP, New Hampshire","3,722",0.439,-0.414,0.946,-0.844,0.954,-0.367,-1.046,-0.309,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,med high,low,med high,low,low,low
2022,3343140,160,Northeast,New England,NH,"Londonderry, NH",Londonderry,"Londonderry CDP, New Hampshire","12,143",-0.68,-0.436,-0.755,-0.662,-0.277,-0.529,-0.485,0.243,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med
2022,3352260,160,Northeast,New England,NH,"Newmarket, NH",Newmarket,"Newmarket CDP, New Hampshire","5,829",-0.97,-0.611,-0.836,-1.37,0.164,0.124,-1.203,0.202,-0.168,-0.12,-0.229,-0.162,low,low,low,low,low,low,low,low,med,med,low,med
2022,3362900,160,Northeast,New England,NH,"Portsmouth, NH",Portsmouth,"Portsmouth city, New Hampshire","22,138",-0.697,-0.521,-0.471,-0.653,-0.132,1.074,-0.613,0.324,1.89,0.026,0.3,-0.104,med,low,high,med,low,low,low,low,low,high,low,med
2022,3363940,160,Northeast,New England,NH,"Raymond, NH",Raymond,"Raymond CDP, New Hampshire","4,006",-0.167,-0.555,-0.392,-0.166,0.673,-0.377,0.066,0.065,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,med high,low,med,med
2022,3365140,160,Northeast,New England,NH,"Rochester, NH",Rochester,"Rochester city, New Hampshire","32,573",-0.224,-0.587,-0.072,-0.384,0.863,-0.178,-0.193,-0.254,0.045,-0.115,-0.232,-0.163,low,low,med,low,low,low,low,low,med high,low,low,low
2022,3369940,160,Northeast,New England,NH,"Somersworth, NH",Somersworth,"Somersworth city, New Hampshire","11,994",-0.486,-0.556,-0.111,-0.857,0.386,0.395,-0.635,-0.205,0.045,-0.108,-0.232,-0.163,low,low,med,low,low,low,low,low,med,med,low,low
2022,3400100,160,Northeast,Mid-Atlantic,NJ,"Absecon, NJ",Absecon,"Absecon city, New Jersey","9,086",-0.099,0.229,-0.119,-0.227,-0.044,-1.16,-0.175,-0.608,-0.144,-0.114,0.697,0.085,med high,med,low,low,low,med,low,low,low,low,low,low
2022,3400730,160,Northeast,Mid-Atlantic,NJ,"Allenhurst, NJ",Allenhurst,"Allenhurst borough, New Jersey",412,-0.276,-0.362,-0.956,-0.302,-1.215,0.598,-0.329,0.815,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,med high,low,med high
2022,3400760,160,Northeast,Mid-Atlantic,NJ,"Allentown, NJ",Allentown,"Allentown borough, New Jersey","1,817",-0.621,-0.456,-0.914,-0.721,-0.425,-0.649,-0.502,0.097,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med
2022,3400850,160,Northeast,Mid-Atlantic,NJ,"Alloway, NJ",Alloway,"Alloway CDP, New Jersey","1,428",-0.843,-1.18,-0.907,-0.009,-0.376,-0.496,0.313,-0.683,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,med,low
2022,3401825,160,Northeast,Mid-Atlantic,NJ,"Arrowhead Lake, NJ",Arrowhead Lake,"Arrowhead Lake CDP, New Jersey",103,0.121,-0.348,2.795,0.212, NA, NA,0.903, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,high,med,NA,NA,med high,NA
2022,3401960,160,Northeast,Mid-Atlantic,NJ,"Asbury Park, NJ",Asbury Park,"Asbury Park city, New Jersey","15,245",0.89,0.374,0.973,-0.974,0.381,2.206,-1.114,0.792,0.045,-0.11,-0.232,-0.163,low,low,med,low,med high,med,med high,low,med,high,low,med high
2022,3402020,160,Northeast,Mid-Atlantic,NJ,"Atco, NJ",Atco,"Atco CDP, New Jersey","8,049",0.354,-0.68,0.369,-0.272,-0.12, NA,-0.248, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,med,low,low,NA,low,NA
2022,3402080,160,Northeast,Mid-Atlantic,NJ,"Atlantic City, NJ",Atlantic City,"Atlantic City city, New Jersey","38,487",2.13,2.028,2.221,0.146,0.87,-0.474,-0.271,-0.534,1.665,0,0.065,-0.139,med,low,high,med,high,high,high,med,med high,low,low,low
2022,3402110,160,Northeast,Mid-Atlantic,NJ,"Atlantic Highlands, NJ",Atlantic Highlands,"Atlantic Highlands borough, New Jersey","4,409",-0.632,-0.608,-0.691,-0.285,-0.789,0.268,-0.15,0.333,-0.051,-0.06,9.326,5.486,high,high,low,low,low,low,low,low,low,med,low,med
2022,3402170,160,Northeast,Mid-Atlantic,NJ,"Auburn, NJ",Auburn,"Auburn CDP, New Jersey","1,064",-1.067,-0.902,-1.067,-1.017, NA, NA,-0.724, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,NA,NA,low,NA
2022,3402200,160,Northeast,Mid-Atlantic,NJ,"Audubon, NJ",Audubon,"Audubon borough, New Jersey","8,695",-0.586,-0.339,-0.709,-0.874,0.06,-0.133,-0.504,0.037,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,med,low,low,med
2022,3402230,160,Northeast,Mid-Atlantic,NJ,"Audubon Park, NJ",Audubon Park,"Audubon Park borough, New Jersey","1,031",0.257,-0.37,0.429,-0.12, NA, NA,0.025,-0.079,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,med,low,NA,NA,med,low
2022,3402320,160,Northeast,Mid-Atlantic,NJ,"Avalon, NJ",Avalon,"Avalon borough, New Jersey","1,459",-0.913,-0.828,-0.668,1.816,-1.051,1.608,1.939,0.742,-0.099,-0.013,1.715,3.022,high,high,low,low,low,low,low,high,low,high,high,med high
2022,3402350,160,Northeast,Mid-Atlantic,NJ,"Avenel, NJ",Avenel,"Avenel CDP, New Jersey","17,211",0.19,0.837,0.236,0.058,0.299,-0.488,-0.073,0.321,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,med high,med,med,med,low,low,med
2022,3402440,160,Northeast,Mid-Atlantic,NJ,"Avon-by-the-Sea, NJ",Avon-by-the-Sea,"Avon-by-the-Sea borough, New Jersey","1,792",-0.55,-0.367,0.002,0.303,-0.532,0.198,0.887,1.034,-0.123,-0.064,1.654,1.17,high,high,low,low,low,low,med,med,low,med,med high,high
2022,3403040,160,Northeast,Mid-Atlantic,NJ,"Barnegat, NJ",Barnegat,"Barnegat CDP, New Jersey","3,284",-0.506,-0.523,-0.756,-0.533,-0.53,0.058,-0.42,-0.139,0.317,0.01,-0.003,-0.018,low,low,med,med,low,low,low,low,low,med,low,low
2022,3403130,160,Northeast,Mid-Atlantic,NJ,"Barnegat Light, NJ",Barnegat Light,"Barnegat Light borough, New Jersey",435,-0.647,-0.882,-0.988,2.201, NA,0.521,2.297,0.502,3.575,18.154,4.969,24.375,high,high,high,high,low,low,low,high,NA,med high,high,med high
2022,3403250,160,Northeast,Mid-Atlantic,NJ,"Barrington, NJ",Barrington,"Barrington borough, New Jersey","7,022",-0.519,-0.287,-0.496,-1.059,0.229,-0.629,-0.57,-0.144,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,med,low,low,low
2022,3403520,160,Northeast,Mid-Atlantic,NJ,"Bay Head, NJ",Bay Head,"Bay Head borough, New Jersey","1,096",-0.665,-0.833,-0.945,0.145,-1.247,0.858,0.572,1.368,0.117,0.163,-0.232,-0.163,low,low,med,med,low,low,low,med,low,med high,med high,high
2022,3403580,160,Northeast,Mid-Atlantic,NJ,"Bayonne, NJ",Bayonne,"Bayonne city, New Jersey","70,497",0.029,1.545,0.152,-0.403,-0.127,0.546,-0.632,1.031,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,high,med,low,low,med high,low,high
2022,3403940,160,Northeast,Mid-Atlantic,NJ,"Beach Haven, NJ",Beach Haven,"Beach Haven borough, New Jersey","1,061",-0.559,-0.417,-0.469,0.556,-1.043,2.25,0.71,0.529,-0.103,0.019,-0.059,0.259,low,med,low,med,low,low,low,med high,low,high,med high,med high
2022,3404180,160,Northeast,Mid-Atlantic,NJ,"Beachwood, NJ",Beachwood,"Beachwood borough, New Jersey","10,933",-0.533,-0.354,-0.608,-0.837,-0.406,-0.601,-0.313,0.171,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,med
2022,3404400,160,Northeast,Mid-Atlantic,NJ,"Beckett, NJ",Beckett,"Beckett CDP, New Jersey","5,496",-0.391,-0.598,-1.067,-0.869, NA,-0.454,-0.541,-0.24,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,NA,low,low,low
2022,3404600,160,Northeast,Mid-Atlantic,NJ,"Belford, NJ",Belford,"Belford CDP, New Jersey","1,935",0.054,-0.009,-0.51,-0.45,-0.998,1.13,-0.408,0.08,1.263,1.051,-0.232,-0.163,low,low,high,high,med,low,low,low,low,high,low,med
2022,3404750,160,Northeast,Mid-Atlantic,NJ,"Bellmawr, NJ",Bellmawr,"Bellmawr borough, New Jersey","11,677",-0.031,-0.01,-0.079,-0.1,0.482,-0.656,-0.094,-0.206,-0.158,-0.118,-0.232,-0.163,low,low,low,low,low,low,low,low,med,low,low,low
2022,3404930,160,Northeast,Mid-Atlantic,NJ,"Belmar/South Belmar, NJ",Belmar,"Belmar borough, New Jersey","5,877",-0.121,-0.067,-0.453,-0.822,-0.333,1.723,-0.589,0.683,0.541,0.154,5.453,2.492,high,high,med high,med,low,low,low,low,low,high,low,med high
2022,3405440,160,Northeast,Mid-Atlantic,NJ,"Berlin, NJ",Berlin,"Berlin borough, New Jersey","7,489",-0.609,-0.519,-0.595,-0.434,-0.521,-0.277,-0.483,-0.369,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,low,low,low,low
2022,3405740,160,Northeast,Mid-Atlantic,NJ,"Beverly, NJ",Beverly,"Beverly city, New Jersey","2,502",0.467,-0.236,0.898,0.169,0.189,-0.802,-0.148,-0.196,-0.168,-0.12,-0.232,-0.163,low,low,low,low,med,low,med high,med,med,low,low,low
2022,3406670,160,Northeast,Mid-Atlantic,NJ,"Bordentown, NJ",Bordentown,"Bordentown city, New Jersey","3,989",-0.401,-0.21,-0.631,-0.954,0.192,-0.529,-0.575,-0.094,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,low,med,low,low,low
2022,3406970,160,Northeast,Mid-Atlantic,NJ,"Bradley Beach, NJ",Bradley Beach,"Bradley Beach borough, New Jersey","4,268",-0.511,-0.132,-0.878,0.116,-0.269,3.314,0.051,0.914,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,med,low,high,med,med high
2022,3407570,160,Northeast,Mid-Atlantic,NJ,"Bridgeport, NJ",Bridgeport,"Bridgeport CDP, New Jersey",216,-1.336,-1.26,-1.067,1.601, NA, NA,3.994, NA,-0.168,-0.12,-0.232,-0.163,low,low,low,low,low,low,low,high,NA,NA,high,NA
2022,3407600,160,Northeast,Mid-Atlantic,NJ,"Bridgeton, NJ",Bridgeton,"Bridgeton city, New Jersey","26,895",1.708,1.762,1.906,0.052,0.464,-0.636,-0.694,-0.327,-0.168,-0.12,-0.232,-0.163,low,low,low,low,high,high,high,med,med,low,low,low
