year.month,GSI,WGSI
2018.05,1.321870243,0.569236776
2018.06,1.066102693,0.395216146
2018.07,0.837947797,-0.203025043
2018.08,0.68539046,-0.046588397
2018.09,0.977587119,0.149866624
2018.10,1.316910435,0.842024405
2018.11,1.261052642,0.91099315
2018.12,1.164952585,0.703424248
2019.01,0.853545991,0.463727544
2019.02,1.76810387,0.503834864
2019.03,1.678858516,0.623852957
2019.04,1.272303868,0.443204093
2019.05,1.611250399,1.807447559
2019.06,1.208360327,0.733087301
2019.07,1.720964454,1.857584955
2019.08,1.866981695,1.866953802
2019.09,1.941890497,1.52853525
2019.10,1.440690826,1.284985758
2019.11,1.807347803,1.459004125
2019.12,1.944960541,1.963563445
2020.01,1.483142575,0.987972527
2020.02,1.410223537,0.920192607
2020.03,1.687576797,1.549471711
2020.04,0.968373671,0.891868172
2020.05,1.247466283,1.943510477
2020.06,0.912225165,1.595366184
2020.07,0.849867721,0.970841365
2020.08,0.937849873,1.42222387
2020.09,1.560126024,2.01153958
2020.10,1.571057596,1.713786491
2020.11,1.20606069,1.080779947
2020.12,1.165468379,0.994323005
2021.01,1.379075307,1.156998075
2021.02,1.589026718,1.221377657
2021.03,1.416525866,1.68581286
2021.04,1.367584922,1.625209759
2021.05,1.529539078,1.309511346
2021.06,1.412308612,1.538333112
2021.07,1.060033655,0.901040739
2021.08,1.128774822,0.711473323
2021.09,1.342018054,1.547974596
2021.10,1.491938267,1.783023388
2021.11,1.410418953,1.585644572
2021.12,0.55314854,0.534285431
2022.01,0.867163287,1.00084244
2022.02,1.261213932,1.035610173
2022.03,1.443798546,2.085498903
2022.04,0.871093447,1.400464386
2022.05,1.580256975,1.408669113
2022.06,1.523375312,1.164631188
2022.07,1.382745075,0.277592251
2022.08,1.496829389,1.163621201
2022.09,1.468144494,1.515806574
2022.10,1.657182961,1.60744717
2022.11,1.430391801,1.511993802
2022.12,1.141740918,1.545344755
2023.01,0.784539243,1.188755525
2023.02,1.55880289,1.939476059
2023.03,1.005953161,1.931146555
2023.04,1.596077521,2.267773215
2023.05,-0.035565749,1.608548857
2023.06,1.055974263,2.970546864
2023.07,0.219512323,1.060588897
2023.08,-0.2469534,1.663370191
2023.09,-0.516684616,1.258427464
2023.10,0.168793398,0.69082464
2023.11,0.295746329,0.879857315
2023.12,-0.29465291,0.467873518
2024.01,-0.453544791,0.707629288
2024.02,-0.571236915,1.134093165
2024.03,0.235022146,1.755038488
2024.04,-0.644953065,1.284635194
2024.05,-0.198095059,1.158373999
2024.06,-0.51737591,1.582198076
2024.07,-0.202303946,1.614916606
2024.08,-1.318619516,0.528933052
2024.09,-1.34656521,0.080709546
